date,日期,星期,year,month,is_weekend,is_holiday,season,最高温,最低温,天气1,天气2,风向,风力,空气质量,质量等级,东北虎林园,全部词条,pre_hot,ma5_hot,ma10_hot,冰雪大世界,北方森林动物园,哈尔滨伏尔加庄园,哈尔滨文化公园,哈尔滨旅游,哈尔滨极地馆,小土豆,尔滨,沙糖桔,萧红故居,龙塔,客流,pre_flow,ma5_flow,ma10_flow
386,2023-01-21,6,2023,1,1,1,1,-18.0,-32.0,2,1,2,2,72,2,92.0,2016.0,2530.0,2689.4,2806.4,941.0,0.0,78.0,69.0,360.0,236.0,0.0,0.0,0.0,66.0,174.0,10.92,14.46,16.127999999999997,17.266
387,2023-01-22,7,2023,1,1,1,1,-20.0,-31.0,2,1,1,3,102,3,183.0,3271.0,2016.0,2755.4,2833.6,1050.0,66.0,91.0,137.0,1071.0,395.0,0.0,0.0,0.0,71.0,207.0,16.38,10.92,15.68,16.847
388,2023-01-23,1,2023,1,0,1,1,-25.0,-35.0,1,1,8,3,30,1,245.0,3118.0,3271.0,2750.4,2849.8,1099.0,70.0,165.0,87.0,735.0,402.0,0.0,0.0,0.0,65.0,250.0,18.39,16.38,15.627999999999997,16.990000000000002
389,2023-01-24,2,2023,1,0,1,1,-20.0,-29.0,1,1,6,3,37,1,199.0,3000.0,3118.0,2787.0,2869.7,1126.0,69.0,112.0,71.0,725.0,438.0,0.0,0.0,0.0,80.0,180.0,22.28,18.39,16.486,17.433
390,2023-01-25,3,2023,1,0,1,1,-15.0,-26.0,2,1,6,2,55,2,225.0,3091.0,3000.0,2899.2,2889.8,1163.0,71.0,180.0,73.0,561.0,397.0,0.0,0.0,0.0,143.0,278.0,27.62,22.28,19.118,18.345
391,2023-01-26,4,2023,1,0,1,1,-16.0,-29.0,2,1,1,2,96,2,248.0,3091.0,3091.0,3114.2,2901.8,1109.0,126.0,119.0,79.0,566.0,451.0,0.0,0.0,0.0,84.0,309.0,28.15,27.62,22.564,19.345999999999997
392,2023-01-27,5,2023,1,0,1,1,-17.0,-28.0,2,1,8,2,125,3,210.0,2849.0,3091.0,3029.8,2892.6,1076.0,0.0,164.0,84.0,595.0,366.0,0.0,0.0,0.0,82.0,272.0,25.66,28.15,24.42,20.05
393,2023-01-28,6,2023,1,1,0,1,-15.0,-24.0,2,13,8,1,92,2,228.0,3080.0,2849.0,3022.2,2886.3,1186.0,66.0,106.0,74.0,644.0,416.0,0.0,0.0,0.0,96.0,264.0,25.38,25.66,25.818,20.723000000000003
394,2023-01-29,7,2023,1,1,0,1,-12.0,-26.0,2,2,2,2,111,3,174.0,2981.0,3080.0,3018.4,2902.7,1143.0,73.0,163.0,73.0,620.0,371.0,0.0,0.0,0.0,74.0,290.0,24.75,25.38,26.312,21.399
395,2023-01-30,1,2023,1,0,0,1,-8.0,-23.0,2,1,6,2,169,4,208.0,2957.0,2981.0,2991.6,2945.4,1129.0,67.0,150.0,74.0,574.0,342.0,0.0,0.0,0.0,135.0,278.0,25.25,24.75,25.838,22.478
396,2023-01-31,2,2023,1,0,0,1,-9.0,-19.0,2,13,2,2,225,5,230.0,3080.0,2957.0,2989.4,3051.8,1143.0,127.0,214.0,137.0,544.0,325.0,0.0,0.0,0.0,70.0,290.0,25.55,25.25,25.318,23.941
397,2023-02-01,3,2023,2,0,0,1,-9.0,-22.0,2,1,8,2,140,3,224.0,2989.0,3080.0,3017.4,3023.6,1105.0,67.0,191.0,76.0,560.0,360.0,0.0,0.0,0.0,135.0,271.0,22.77,25.55,24.74,24.58
398,2023-02-02,4,2023,2,0,0,1,-10.0,-21.0,1,1,6,2,45,1,210.0,2869.0,2989.0,2975.2,2998.7,1079.0,124.0,172.0,76.0,485.0,321.0,0.0,0.0,0.0,135.0,267.0,23.1,22.77,24.284,25.051
399,2023-02-03,5,2023,2,0,0,1,-7.0,-21.0,2,2,5,2,112,3,199.0,2914.0,2869.0,2961.8,2990.1,1101.0,73.0,160.0,86.0,482.0,372.0,0.0,0.0,0.0,156.0,285.0,24.44,23.1,24.222,25.267
400,2023-02-04,6,2023,2,1,1,1,-5.0,-18.0,2,1,6,2,148,3,203.0,2788.0,2914.0,2928.0,2959.8,1082.0,65.0,147.0,83.0,548.0,340.0,0.0,0.0,0.0,69.0,251.0,27.07,24.44,24.586,25.212
401,2023-02-05,7,2023,2,1,1,1,-7.0,-21.0,2,1,8,2,95,2,184.0,2732.0,2788.0,2858.4,2923.9,1028.0,124.0,146.0,95.0,511.0,260.0,0.0,0.0,0.0,140.0,244.0,35.79,27.07,26.634000000000004,25.976
402,2023-02-06,1,2023,2,0,0,1,-5.0,-21.0,2,1,6,2,208,5,215.0,2612.0,2732.0,2783.0,2900.2,1026.0,66.0,145.0,74.0,442.0,324.0,0.0,0.0,0.0,83.0,237.0,21.53,35.79,26.386000000000003,25.563
403,2023-02-07,2,2023,2,0,0,1,-6.0,-19.0,2,1,6,2,103,3,169.0,2787.0,2612.0,2766.6,2870.9,1042.0,61.0,163.0,141.0,494.0,317.0,0.0,0.0,0.0,154.0,246.0,22.49,21.53,26.264000000000003,25.274
404,2023-02-08,3,2023,2,0,0,1,-7.0,-20.0,2,1,7,2,85,2,217.0,2694.0,2787.0,2722.6,2842.2,978.0,65.0,152.0,86.0,451.0,288.0,0.0,0.0,0.0,181.0,276.0,21.9,22.49,25.756,24.988999999999997
405,2023-02-09,4,2023,2,0,0,1,-2.0,-10.0,4,13,4,2,87,2,200.0,2773.0,2694.0,2719.6,2823.8,1057.0,0.0,154.0,78.0,443.0,365.0,0.0,0.0,0.0,187.0,289.0,22.75,21.9,24.892000000000003,24.738999999999997
406,2023-02-10,5,2023,2,0,0,1,-2.0,-10.0,12,2,6,2,71,2,185.0,2783.0,2773.0,2729.8,2794.1,1034.0,63.0,156.0,100.0,451.0,365.0,0.0,0.0,0.0,184.0,245.0,22.49,22.75,22.232,24.433
407,2023-02-11,6,2023,2,1,1,1,-2.0,-17.0,12,2,6,2,112,3,148.0,2709.0,2783.0,2749.2,2766.1,979.0,122.0,159.0,87.0,482.0,319.0,0.0,0.0,0.0,159.0,254.0,26.33,22.49,23.192,24.789
408,2023-02-12,7,2023,2,1,1,1,-6.0,-19.0,2,1,8,2,73,2,210.0,2509.0,2709.0,2693.6,2730.1,889.0,67.0,95.0,80.0,372.0,329.0,0.0,0.0,0.0,170.0,297.0,24.61,26.33,23.615999999999996,24.94
409,2023-02-13,1,2023,2,0,0,1,-7.0,-19.0,4,1,7,2,118,3,171.0,2478.0,2509.0,2650.4,2686.5,853.0,69.0,149.0,80.0,398.0,309.0,0.0,0.0,0.0,176.0,273.0,20.51,24.61,23.338,24.547000000000004
410,2023-02-14,2,2023,2,0,0,1,-10.0,-24.0,1,1,8,3,39,1,192.0,2280.0,2478.0,2551.8,2635.7,779.0,0.0,143.0,76.0,418.0,264.0,0.0,0.0,0.0,160.0,248.0,21.48,20.51,23.084,23.988
411,2023-02-15,3,2023,2,0,0,1,-8.0,-20.0,2,1,6,2,70,2,195.0,2259.0,2280.0,2447.0,2588.4,773.0,0.0,142.0,79.0,391.0,282.0,0.0,0.0,0.0,169.0,228.0,19.88,21.48,22.562,22.397
412,2023-02-16,4,2023,2,0,0,1,-3.0,-18.0,2,1,5,3,66,2,211.0,2321.0,2259.0,2369.4,2559.3,806.0,61.0,151.0,78.0,352.0,310.0,0.0,0.0,0.0,115.0,237.0,21.03,19.88,21.502,22.347
413,2023-02-17,5,2023,2,0,0,1,-4.0,-17.0,2,1,7,2,97,2,187.0,2410.0,2321.0,2349.6,2521.6,820.0,59.0,137.0,79.0,382.0,335.0,0.0,0.0,0.0,167.0,244.0,21.65,21.03,20.910000000000004,22.263
414,2023-02-18,6,2023,2,1,1,1,-5.0,-19.0,1,1,7,2,51,2,206.0,2296.0,2410.0,2313.2,2481.8,776.0,65.0,99.0,92.0,421.0,274.0,0.0,0.0,0.0,100.0,263.0,25.46,21.65,21.9,22.619000000000003
415,2023-02-19,7,2023,2,1,1,1,-6.0,-19.0,4,2,7,2,55,2,189.0,2426.0,2296.0,2342.4,2447.1,740.0,122.0,82.0,143.0,519.0,201.0,0.0,0.0,0.0,165.0,265.0,21.56,25.46,21.916,22.5
416,2023-02-20,1,2023,2,0,0,1,-7.0,-20.0,2,1,8,3,45,1,172.0,2148.0,2426.0,2320.2,2383.6,686.0,0.0,141.0,74.0,430.0,263.0,0.0,0.0,0.0,145.0,237.0,17.53,21.56,21.446,22.004
417,2023-02-21,2,2023,2,0,0,1,-5.0,-13.0,1,1,6,2,50,1,194.0,2603.0,2148.0,2376.6,2373.0,664.0,0.0,137.0,84.0,902.0,230.0,0.0,0.0,0.0,152.0,240.0,17.81,17.53,20.802,21.151999999999997
418,2023-02-22,3,2023,2,0,0,1,0.0,-15.0,1,1,6,3,67,2,176.0,2470.0,2603.0,2388.6,2369.1,636.0,126.0,134.0,80.0,679.0,228.0,0.0,0.0,0.0,179.0,232.0,19.59,17.81,20.389999999999997,20.65
419,2023-02-23,4,2023,2,0,0,1,-2.0,-17.0,4,2,8,2,78,2,172.0,2784.0,2470.0,2486.2,2399.7,679.0,67.0,137.0,143.0,967.0,237.0,0.0,0.0,0.0,161.0,221.0,21.59,19.59,19.616,20.758
420,2023-02-24,5,2023,2,0,0,1,-4.0,-15.0,2,1,8,3,36,1,197.0,2254.0,2784.0,2451.8,2397.1,674.0,61.0,140.0,140.0,396.0,252.0,0.0,0.0,0.0,156.0,238.0,22.99,21.59,19.901999999999997,20.909
421,2023-02-25,6,2023,2,1,1,1,0.0,-11.0,1,1,7,3,42,1,174.0,2237.0,2254.0,2469.6,2394.9,660.0,132.0,134.0,119.0,314.0,241.0,0.0,0.0,0.0,186.0,277.0,25.92,22.99,21.58,21.513
422,2023-02-26,7,2023,2,1,1,1,4.0,-4.0,1,1,6,3,55,2,207.0,1944.0,2237.0,2337.8,2357.2,535.0,69.0,84.0,92.0,263.0,238.0,0.0,0.0,0.0,185.0,271.0,26.98,25.92,23.414,22.108
423,2023-02-27,1,2023,2,0,0,1,8.0,-2.0,2,2,6,4,245,5,171.0,2007.0,1944.0,2245.2,2316.9,408.0,133.0,141.0,145.0,374.0,205.0,0.0,0.0,0.0,178.0,252.0,23.08,26.98,24.112,22.251
424,2023-02-28,2,2023,2,0,0,1,0.0,-7.0,2,14,8,3,86,2,189.0,1757.0,2007.0,2039.8,2263.0,415.0,124.0,69.0,69.0,368.0,220.0,0.0,0.0,0.0,84.0,219.0,21.4,23.08,24.074,21.845
425,2023-03-01,3,2023,3,0,0,2,-2.0,-10.0,12,2,8,2,55,2,191.0,1926.0,1757.0,1974.2,2213.0,388.0,66.0,132.0,133.0,457.0,233.0,0.0,0.0,0.0,97.0,229.0,20.98,21.4,23.672,21.787
426,2023-03-02,4,2023,3,0,0,2,0.0,-13.0,2,1,6,3,53,2,193.0,1820.0,1926.0,1890.8,2180.2,361.0,71.0,137.0,141.0,328.0,202.0,0.0,0.0,0.0,156.0,231.0,21.35,20.98,22.758,22.169
427,2023-03-03,5,2023,3,0,0,2,3.0,-9.0,4,1,2,1,52,2,201.0,1763.0,1820.0,1854.6,2096.2,369.0,70.0,141.0,142.0,263.0,243.0,0.0,0.0,0.0,93.0,241.0,24.59,21.35,22.28,22.847
428,2023-03-04,6,2023,3,1,1,2,8.0,-6.0,4,1,6,2,55,2,265.0,1939.0,1763.0,1841.0,2043.1,370.0,122.0,91.0,109.0,234.0,282.0,0.0,0.0,0.0,182.0,284.0,30.62,24.59,23.788,23.95
429,2023-03-05,7,2023,3,1,1,2,12.0,-4.0,2,2,6,4,105,3,230.0,1809.0,1939.0,1851.4,1945.6,354.0,67.0,138.0,117.0,227.0,232.0,0.0,0.0,0.0,187.0,257.0,29.11,30.62,25.33,24.702
430,2023-03-06,1,2023,3,0,0,2,11.0,-1.0,4,1,8,2,80,2,223.0,1712.0,1809.0,1808.6,1891.4,330.0,65.0,135.0,83.0,240.0,230.0,0.0,0.0,0.0,169.0,237.0,23.88,29.11,25.909999999999997,24.791
431,2023-03-07,2,2023,3,0,0,2,7.0,-5.0,2,2,4,2,81,2,251.0,1713.0,1712.0,1787.2,1839.0,331.0,71.0,132.0,141.0,230.0,221.0,0.0,0.0,0.0,100.0,236.0,22.1,23.88,26.06,24.409
432,2023-03-08,3,2023,3,0,0,2,3.0,-3.0,1,14,2,1,37,1,265.0,1728.0,1713.0,1780.2,1817.4,323.0,126.0,69.0,118.0,217.0,200.0,0.0,0.0,0.0,163.0,247.0,25.24,22.1,26.19,24.235
433,2023-03-09,4,2023,3,0,0,2,10.0,-2.0,2,2,6,2,55,2,215.0,1661.0,1728.0,1724.6,1782.8,269.0,76.0,143.0,136.0,236.0,206.0,0.0,0.0,0.0,153.0,227.0,22.85,25.24,24.636,24.212
434,2023-03-10,5,2023,3,0,0,2,14.0,-4.0,2,1,4,3,110,3,314.0,1656.0,1661.0,1694.0,1772.7,275.0,132.0,69.0,89.0,221.0,223.0,0.0,0.0,0.0,89.0,244.0,23.79,22.85,23.571999999999996,24.451
435,2023-03-11,6,2023,3,1,1,2,3.0,-8.0,2,1,7,4,73,2,594.0,1930.0,1656.0,1737.6,1773.1,297.0,124.0,78.0,95.0,211.0,158.0,0.0,0.0,0.0,109.0,264.0,25.81,23.79,23.958,24.934
436,2023-03-12,7,2023,3,1,1,2,-1.0,-9.0,2,1,8,3,36,1,500.0,1971.0,1930.0,1789.2,1788.2,315.0,74.0,82.0,105.0,265.0,231.0,0.0,0.0,0.0,115.0,284.0,23.51,25.81,24.24,25.15
437,2023-03-13,1,2023,3,0,0,2,0.0,-9.0,1,1,8,2,42,1,394.0,1825.0,1971.0,1808.6,1794.4,323.0,78.0,76.0,82.0,258.0,234.0,0.0,0.0,0.0,136.0,244.0,21.39,23.51,23.47,24.83
438,2023-03-14,2,2023,3,0,0,2,1.0,-5.0,2,15,3,2,55,2,316.0,1706.0,1825.0,1817.6,1771.1,307.0,130.0,132.0,99.0,248.0,155.0,0.0,0.0,0.0,92.0,227.0,21.36,21.39,23.172,23.904000000000003
439,2023-03-15,3,2023,3,0,0,2,-1.0,-8.0,12,2,6,3,68,2,332.0,1814.0,1706.0,1849.2,1771.6,295.0,67.0,145.0,79.0,258.0,242.0,0.0,0.0,0.0,157.0,239.0,20.19,21.36,22.452,23.012
440,2023-03-16,4,2023,3,0,0,2,0.0,-8.0,12,1,7,3,54,2,291.0,1727.0,1814.0,1808.6,1773.1,310.0,135.0,78.0,87.0,275.0,227.0,0.0,0.0,0.0,82.0,242.0,20.82,20.19,21.454,22.706
441,2023-03-17,5,2023,3,0,0,2,5.0,-6.0,1,1,7,3,31,1,283.0,1690.0,1727.0,1752.4,1770.8,278.0,78.0,80.0,95.0,269.0,256.0,0.0,0.0,0.0,102.0,249.0,23.28,20.82,21.408,22.824
442,2023-03-18,6,2023,3,1,1,2,9.0,-4.0,2,1,7,3,51,2,324.0,1842.0,1690.0,1755.8,1782.2,271.0,80.0,135.0,110.0,261.0,270.0,0.0,0.0,0.0,108.0,283.0,32.0,23.28,23.53,23.5
443,2023-03-19,7,2023,3,1,1,2,14.0,-1.0,1,1,6,3,50,1,336.0,1894.0,1842.0,1793.4,1805.5,300.0,138.0,83.0,106.0,232.0,249.0,0.0,0.0,0.0,169.0,281.0,33.73,32.0,26.004,24.588
444,2023-03-20,1,2023,3,0,0,2,15.0,2.0,2,1,6,4,122,3,258.0,1740.0,1894.0,1778.6,1813.9,282.0,139.0,70.0,161.0,281.0,239.0,0.0,0.0,0.0,83.0,227.0,25.08,33.73,26.982,24.717
445,2023-03-21,2,2023,3,0,0,2,15.0,6.0,2,5,6,4,110,3,270.0,1781.0,1740.0,1789.4,1799.0,301.0,74.0,140.0,92.0,286.0,236.0,0.0,0.0,0.0,139.0,243.0,25.47,25.08,27.912,24.683
446,2023-03-22,3,2023,3,0,0,2,10.0,-4.0,5,1,6,5,298,5,266.0,1814.0,1781.0,1814.2,1783.3,307.0,148.0,127.0,86.0,268.0,231.0,0.0,0.0,0.0,151.0,230.0,21.21,25.47,27.498,24.453
447,2023-03-23,4,2023,3,0,0,2,1.0,-7.0,1,1,7,4,90,2,250.0,1700.0,1814.0,1785.8,1770.8,259.0,78.0,73.0,152.0,262.0,246.0,0.0,0.0,0.0,138.0,242.0,21.89,21.21,25.476,24.503
448,2023-03-24,5,2023,3,0,0,2,2.0,-7.0,1,1,8,2,60,2,269.0,1797.0,1700.0,1766.4,1779.9,256.0,105.0,137.0,86.0,280.0,270.0,0.0,0.0,0.0,152.0,242.0,23.42,21.89,23.414,24.709
449,2023-03-25,6,2023,3,1,1,2,2.0,-6.0,1,1,8,2,71,2,286.0,1783.0,1797.0,1775.0,1776.8,291.0,82.0,126.0,108.0,248.0,276.0,0.0,0.0,0.0,102.0,264.0,30.82,23.42,24.562,25.772
450,2023-03-26,7,2023,3,1,1,2,7.0,-5.0,11,1,7,2,64,2,274.0,1678.0,1783.0,1754.4,1771.9,281.0,71.0,80.0,99.0,275.0,237.0,0.0,0.0,0.0,102.0,259.0,31.41,30.82,25.75,26.831
451,2023-03-27,1,2023,3,0,0,2,11.0,-5.0,2,1,6,3,82,2,273.0,1935.0,1678.0,1778.6,1796.4,283.0,146.0,137.0,165.0,288.0,251.0,0.0,0.0,0.0,150.0,242.0,26.0,31.41,26.708,27.103
452,2023-03-28,2,2023,3,0,0,2,13.0,1.0,2,1,6,2,120,3,238.0,1773.0,1935.0,1793.2,1789.5,286.0,86.0,139.0,91.0,288.0,232.0,0.0,0.0,0.0,161.0,252.0,26.93,26.0,27.716,26.595999999999997
453,2023-03-29,3,2023,3,0,0,2,19.0,-2.0,2,2,6,4,128,3,240.0,1909.0,1773.0,1815.6,1791.0,273.0,132.0,143.0,139.0,317.0,250.0,0.0,0.0,0.0,167.0,248.0,27.22,26.93,28.476,25.945
454,2023-03-30,4,2023,3,0,0,2,16.0,2.0,2,1,8,2,67,2,269.0,2001.0,1909.0,1859.2,1817.1,276.0,153.0,147.0,153.0,311.0,238.0,0.0,0.0,0.0,173.0,281.0,27.8,27.22,27.871999999999996,26.217
455,2023-03-31,5,2023,3,0,0,2,21.0,6.0,5,1,6,2,267,5,267.0,1971.0,2001.0,1917.8,1836.1,259.0,154.0,133.0,169.0,299.0,273.0,0.0,0.0,0.0,160.0,257.0,30.82,27.8,27.754,26.752
456,2023-04-01,6,2023,4,1,1,2,23.0,8.0,2,2,6,4,190,4,269.0,1837.0,1971.0,1898.2,1838.4,244.0,78.0,135.0,224.0,272.0,192.0,0.0,0.0,0.0,135.0,288.0,43.0,30.82,31.153999999999996,28.931
457,2023-04-02,7,2023,4,1,1,2,22.0,12.0,2,1,6,4,164,4,310.0,1987.0,1837.0,1941.0,1867.1,268.0,158.0,86.0,190.0,265.0,236.0,0.0,0.0,0.0,191.0,283.0,39.8,43.0,33.727999999999994,30.722
458,2023-04-03,1,2023,4,0,0,2,16.0,2.0,2,2,6,3,142,3,259.0,1969.0,1987.0,1953.0,1884.3,282.0,145.0,153.0,156.0,325.0,227.0,0.0,0.0,0.0,161.0,261.0,24.6,39.8,33.20399999999999,30.839999999999996
459,2023-04-04,2,2023,4,0,0,2,8.0,-3.0,2,1,8,3,59,2,279.0,2098.0,1969.0,1972.4,1915.8,306.0,166.0,145.0,109.0,343.0,276.0,0.0,0.0,0.0,188.0,286.0,26.31,24.6,32.906,30.389
460,2023-04-05,3,2023,4,0,1,2,10.0,-1.0,2,2,1,2,148,3,298.0,1894.0,2098.0,1957.0,1937.4,280.0,109.0,76.0,193.0,289.0,198.0,0.0,0.0,0.0,147.0,304.0,41.78,26.31,35.098,31.426
461,2023-04-06,4,2023,4,0,0,2,11.0,-2.0,2,2,7,2,128,3,253.0,1903.0,1894.0,1970.2,1934.2,284.0,148.0,132.0,153.0,309.0,239.0,0.0,0.0,0.0,150.0,235.0,26.46,41.78,31.790000000000003,31.472
462,2023-04-07,5,2023,4,0,0,2,3.0,-3.0,2,14,7,4,81,2,264.0,1892.0,1903.0,1951.2,1946.1,320.0,83.0,135.0,108.0,312.0,246.0,0.0,0.0,0.0,155.0,269.0,23.13,26.46,28.456,31.091999999999995
463,2023-04-08,6,2023,4,1,1,2,11.0,1.0,1,1,7,3,46,1,251.0,1914.0,1892.0,1940.2,1946.6,281.0,178.0,86.0,171.0,283.0,277.0,0.0,0.0,0.0,102.0,285.0,34.82,23.13,30.5,31.851999999999997
464,2023-04-09,7,2023,4,1,1,2,20.0,7.0,2,2,6,4,151,4,265.0,1901.0,1914.0,1900.8,1936.6,289.0,97.0,154.0,138.0,282.0,272.0,0.0,0.0,0.0,112.0,292.0,37.47,34.82,32.732,32.819
465,2023-04-10,1,2023,4,0,0,2,17.0,3.0,2,5,6,4,271,5,202.0,1898.0,1901.0,1901.6,1929.3,256.0,173.0,148.0,145.0,343.0,243.0,0.0,0.0,0.0,155.0,233.0,23.74,37.47,29.124,32.111000000000004
466,2023-04-11,2,2023,4,0,0,2,11.0,0.0,12,2,7,4,242,5,230.0,1888.0,1898.0,1898.6,1934.4,270.0,193.0,157.0,96.0,313.0,240.0,0.0,0.0,0.0,137.0,252.0,21.81,23.74,28.194,29.992
467,2023-04-12,3,2023,4,0,0,2,10.0,-2.0,2,2,7,4,189,4,204.0,1893.0,1888.0,1898.8,1925.0,274.0,189.0,143.0,157.0,322.0,243.0,0.0,0.0,0.0,89.0,272.0,24.68,21.81,28.504,28.479999999999997
468,2023-04-13,4,2023,4,0,0,2,11.0,-1.0,5,2,8,3,50,1,221.0,1944.0,1893.0,1904.8,1922.5,255.0,195.0,139.0,147.0,321.0,291.0,0.0,0.0,0.0,96.0,279.0,26.99,24.68,26.938,28.719
469,2023-04-14,5,2023,4,0,0,2,11.0,-2.0,5,1,8,2,59,2,242.0,2050.0,1944.0,1934.6,1917.7,286.0,189.0,138.0,110.0,350.0,286.0,0.0,0.0,0.0,176.0,273.0,28.73,26.99,25.19,28.961
470,2023-04-15,6,2023,4,1,1,2,13.0,2.0,5,2,2,3,112,3,259.0,2059.0,2050.0,1966.8,1934.2,245.0,214.0,82.0,195.0,292.0,276.0,0.0,0.0,0.0,172.0,324.0,38.66,28.73,28.174,28.649
471,2023-04-16,7,2023,4,1,1,2,11.0,-1.0,2,2,3,3,110,3,174.0,1905.0,2059.0,1970.2,1934.4,256.0,154.0,91.0,136.0,317.0,297.0,0.0,0.0,0.0,180.0,300.0,34.57,38.66,30.726,29.46
472,2023-04-17,1,2023,4,0,0,2,16.0,6.0,5,5,4,3,72,2,246.0,2102.0,1905.0,2012.0,1955.4,288.0,197.0,158.0,162.0,364.0,277.0,0.0,0.0,0.0,146.0,264.0,27.99,34.57,31.388,29.946
473,2023-04-18,2,2023,4,0,0,2,14.0,1.0,2,2,8,4,56,2,236.0,1939.0,2102.0,2011.0,1957.9,282.0,198.0,95.0,100.0,335.0,299.0,0.0,0.0,0.0,157.0,237.0,25.15,27.99,31.02,28.979000000000003
474,2023-04-19,3,2023,4,0,0,2,13.0,6.0,5,5,4,2,60,2,247.0,2146.0,1939.0,2030.2,1982.4,321.0,190.0,156.0,146.0,343.0,285.0,0.0,0.0,0.0,174.0,284.0,27.64,25.15,30.802,27.996
475,2023-04-20,4,2023,4,0,0,2,11.0,1.0,2,1,7,6,221,5,247.0,2211.0,2146.0,2060.6,2013.7,286.0,169.0,172.0,165.0,375.0,347.0,0.0,0.0,0.0,158.0,292.0,23.37,27.64,27.744,27.958999999999996
476,2023-04-21,5,2023,4,0,0,2,10.0,-2.0,1,1,8,5,61,2,277.0,2286.0,2211.0,2136.8,2053.5,314.0,214.0,143.0,167.0,356.0,351.0,0.0,0.0,0.0,170.0,294.0,25.89,23.37,26.008000000000003,28.366999999999997
477,2023-04-22,6,2023,4,1,1,2,10.0,-1.0,5,1,8,4,29,1,252.0,2158.0,2286.0,2148.0,2080.0,325.0,217.0,165.0,105.0,341.0,339.0,0.0,0.0,0.0,115.0,299.0,32.660000000000004,25.89,26.942,29.165000000000003
478,2023-04-23,7,2023,4,1,0,2,11.0,-2.0,5,1,8,4,33,1,222.0,2297.0,2158.0,2219.6,2115.3,317.0,227.0,167.0,152.0,346.0,378.0,0.0,0.0,0.0,193.0,295.0,28.24,32.660000000000004,27.56,29.290000000000003
479,2023-04-24,1,2023,4,0,0,2,16.0,5.0,5,2,7,3,43,1,279.0,2218.0,2297.0,2234.0,2132.1,278.0,229.0,174.0,108.0,340.0,337.0,0.0,0.0,0.0,188.0,285.0,28.98,28.24,27.828000000000003,29.315
480,2023-04-25,2,2023,4,0,0,2,11.0,-4.0,11,2,8,2,49,1,259.0,2460.0,2218.0,2283.8,2172.2,279.0,223.0,169.0,163.0,538.0,362.0,0.0,0.0,0.0,187.0,280.0,23.94,28.98,27.942,27.843
481,2023-04-26,3,2023,4,0,0,2,13.0,5.0,2,1,6,3,35,1,283.0,2435.0,2460.0,2313.6,2225.2,297.0,247.0,160.0,180.0,380.0,399.0,0.0,0.0,0.0,184.0,305.0,30.47,23.94,28.857999999999997,27.433
482,2023-04-27,4,2023,4,0,0,2,20.0,8.0,2,8,6,4,57,2,283.0,2576.0,2435.0,2397.2,2272.6,269.0,323.0,181.0,135.0,402.0,502.0,0.0,0.0,0.0,171.0,310.0,30.58,30.47,28.442,27.692
483,2023-04-28,5,2023,4,0,0,2,12.0,6.0,4,5,4,3,47,1,362.0,3001.0,2576.0,2538.0,2378.8,274.0,381.0,225.0,222.0,433.0,614.0,0.0,0.0,0.0,99.0,391.0,29.19,30.58,28.632,28.095999999999997
484,2023-04-29,6,2023,4,1,1,2,12.0,4.0,2,5,2,3,42,1,459.0,3535.0,3001.0,2801.4,2517.7,295.0,454.0,155.0,177.0,451.0,806.0,0.0,0.0,0.0,155.0,583.0,48.43,29.19,32.522000000000006,30.175
485,2023-04-30,7,2023,4,1,1,2,10.0,2.0,5,2,8,3,26,1,627.0,4272.0,3535.0,3163.8,2723.8,312.0,669.0,147.0,259.0,489.0,900.0,0.0,0.0,0.0,229.0,640.0,60.03,48.43,39.74,33.841
486,2023-05-01,1,2023,5,0,1,2,18.0,8.0,1,1,7,3,30,1,831.0,4594.0,4272.0,3595.6,2954.6,273.0,937.0,229.0,334.0,504.0,640.0,0.0,0.0,0.0,199.0,647.0,111.21,60.03,55.888,42.373000000000005
487,2023-05-02,2,2023,5,0,1,2,23.0,14.0,2,2,6,5,85,2,550.0,3343.0,4594.0,3749.0,3073.1,296.0,623.0,138.0,209.0,324.0,484.0,0.0,0.0,0.0,182.0,537.0,73.35000000000001,111.21,64.44200000000001,46.442
488,2023-05-03,3,2023,5,0,1,2,23.0,10.0,2,8,7,3,89,2,351.0,2513.0,3343.0,3651.4,3094.7,267.0,353.0,110.0,191.0,291.0,338.0,0.0,0.0,0.0,141.0,471.0,50.72,73.35000000000001,68.748,48.69
489,2023-05-04,4,2023,5,0,0,2,15.0,8.0,5,2,1,3,44,1,260.0,2088.0,2513.0,3362.0,3081.7,267.0,226.0,152.0,179.0,307.0,223.0,0.0,0.0,0.0,152.0,322.0,30.35,50.72,65.132,48.827000000000005
490,2023-05-05,5,2023,5,0,0,2,17.0,3.0,2,1,2,4,32,1,222.0,1910.0,2088.0,2889.6,3026.7,263.0,211.0,89.0,118.0,280.0,267.0,0.0,0.0,0.0,163.0,297.0,32.77,30.35,59.67999999999999,49.71
491,2023-05-06,6,2023,5,1,0,2,20.0,4.0,1,1,8,2,42,1,249.0,1829.0,1910.0,2336.6,2966.1,248.0,209.0,138.0,110.0,258.0,245.0,0.0,0.0,0.0,86.0,286.0,39.48,32.77,45.334,50.611
