date,日期,星期,year,month,is_weekend,is_holiday,season,最高温,最低温,天气1,天气2,风向,风力,空气质量,质量等级,东北虎林园,全部词条,pre_hot,ma5_hot,ma10_hot,冰雪大世界,北方森林动物园,哈尔滨伏尔加庄园,哈尔滨文化公园,哈尔滨旅游,哈尔滨极地馆,小土豆,尔滨,沙糖桔,萧红故居,龙塔,客流,pre_flow,ma5_flow,ma10_flow
599,2023-08-22,2,2023,8,0,0,3,25.0,15.0,3,1,6,4,23,1,256.0,2198.0,2348.0,2357.2,2438.9,277.0,189.0,117.0,164.0,437.0,290.0,0.0,0.0,0.0,152.0,316.0,71.31,37.6,54.215999999999994,50.722
600,2023-08-23,3,2023,8,0,0,3,27.0,15.0,2,1,6,3,20,1,267.0,2226.0,2198.0,2296.2,2433.0,300.0,171.0,154.0,147.0,465.0,287.0,0.0,0.0,0.0,153.0,282.0,49.59,71.31,55.04,51.260000000000005
601,2023-08-24,4,2023,8,0,0,3,25.0,16.0,3,2,7,2,20,1,273.0,2246.0,2226.0,2251.8,2397.8,312.0,180.0,178.0,128.0,412.0,300.0,0.0,0.0,0.0,156.0,307.0,50.15,49.59,52.946000000000005,51.651
602,2023-08-25,5,2023,8,0,0,3,25.0,16.0,2,5,2,2,24,1,285.0,2267.0,2246.0,2257.0,2363.4,336.0,168.0,189.0,160.0,428.0,279.0,0.0,0.0,0.0,97.0,325.0,50.92,50.15,51.914,51.85
603,2023-08-26,6,2023,8,1,1,3,24.0,14.0,3,2,8,3,21,1,278.0,2220.0,2267.0,2231.4,2331.8,294.0,182.0,173.0,119.0,458.0,293.0,0.0,0.0,0.0,104.0,319.0,59.48,50.92,56.29,52.922
604,2023-08-27,7,2023,8,1,1,3,24.0,14.0,5,2,8,2,21,1,284.0,2093.0,2220.0,2210.4,2283.8,291.0,163.0,169.0,167.0,423.0,197.0,0.0,0.0,0.0,109.0,290.0,58.66,59.48,53.760000000000005,53.988
605,2023-08-28,1,2023,8,0,0,3,24.0,17.0,2,5,2,2,26,1,245.0,2242.0,2093.0,2213.6,2254.9,297.0,160.0,168.0,153.0,496.0,243.0,0.0,0.0,0.0,163.0,317.0,48.85,58.66,53.612,54.326
606,2023-08-29,2,2023,8,0,0,3,19.0,16.0,6,5,2,4,17,1,245.0,2560.0,2242.0,2276.4,2264.1,319.0,84.0,148.0,140.0,952.0,295.0,0.0,0.0,0.0,95.0,282.0,33.24,48.85,50.23,51.588
607,2023-08-30,3,2023,8,0,0,3,20.0,15.0,5,5,6,3,11,1,250.0,2072.0,2560.0,2237.4,2247.2,313.0,134.0,145.0,93.0,428.0,237.0,0.0,0.0,0.0,179.0,293.0,41.57,33.24,48.36,50.137
608,2023-08-31,4,2023,8,0,0,3,21.0,15.0,5,2,6,3,14,1,266.0,2114.0,2072.0,2216.2,2223.8,320.0,99.0,159.0,89.0,548.0,214.0,0.0,0.0,0.0,161.0,258.0,43.8,41.57,45.224,50.757
609,2023-09-01,5,2023,9,0,0,4,23.0,16.0,3,1,7,3,16,1,241.0,1954.0,2114.0,2188.4,2199.4,272.0,148.0,159.0,105.0,406.0,232.0,0.0,0.0,0.0,142.0,249.0,20.7,43.8,37.632,45.696
610,2023-09-02,6,2023,9,1,1,4,29.0,18.0,1,1,6,3,24,1,227.0,1898.0,1954.0,2119.6,2166.6,264.0,169.0,158.0,113.0,295.0,258.0,0.0,0.0,0.0,158.0,256.0,0.0,20.7,27.862,40.737
611,2023-09-03,7,2023,9,1,1,4,28.0,17.0,2,8,6,3,30,1,224.0,1760.0,1898.0,1959.6,2118.0,288.0,108.0,151.0,115.0,294.0,224.0,0.0,0.0,0.0,141.0,215.0,78.9,0.0,36.99400000000001,43.612
612,2023-09-04,1,2023,9,0,0,4,21.0,12.0,5,1,5,1,29,1,223.0,1772.0,1760.0,1899.6,2068.5,272.0,76.0,150.0,86.0,359.0,222.0,0.0,0.0,0.0,155.0,229.0,40.22,78.9,36.724,42.542
613,2023-09-05,2,2023,9,0,0,4,22.0,14.0,1,2,1,2,19,1,215.0,1758.0,1772.0,1828.4,2022.3,284.0,148.0,158.0,84.0,376.0,199.0,0.0,0.0,0.0,71.0,223.0,45.27,40.22,37.018,41.120999999999995
614,2023-09-06,3,2023,9,0,0,4,24.0,16.0,3,2,6,2,30,1,201.0,1664.0,1758.0,1770.4,1979.4,297.0,139.0,84.0,96.0,312.0,213.0,0.0,0.0,0.0,78.0,244.0,45.56,45.27,41.99,39.811
615,2023-09-07,4,2023,9,0,0,4,30.0,22.0,2,5,6,4,39,1,199.0,1733.0,1664.0,1737.4,1928.5,275.0,140.0,168.0,95.0,304.0,219.0,0.0,0.0,0.0,93.0,240.0,45.47,45.56,51.084,39.473
616,2023-09-08,5,2023,9,0,0,4,25.0,12.0,3,1,8,3,32,1,232.0,1854.0,1733.0,1756.2,1857.9,288.0,175.0,169.0,110.0,320.0,223.0,0.0,0.0,0.0,76.0,261.0,46.26,45.47,44.556,40.775
617,2023-09-09,6,2023,9,1,1,4,22.0,11.0,3,2,2,2,29,1,213.0,1989.0,1854.0,1799.6,1849.6,319.0,208.0,166.0,115.0,336.0,243.0,0.0,0.0,0.0,96.0,293.0,55.73,46.26,47.658,42.191
618,2023-09-10,7,2023,9,1,1,4,25.0,18.0,2,2,4,2,52,2,219.0,2014.0,1989.0,1850.8,1839.6,358.0,135.0,178.0,171.0,288.0,236.0,0.0,0.0,0.0,92.0,337.0,53.94,55.73,49.392,43.205
619,2023-09-11,1,2023,9,0,0,4,25.0,10.0,6,2,6,3,31,1,207.0,1793.0,2014.0,1876.6,1823.5,309.0,86.0,174.0,118.0,357.0,207.0,0.0,0.0,0.0,84.0,251.0,38.42,53.94,47.964,44.977
620,2023-09-12,2,2023,9,0,0,4,19.0,9.0,1,1,6,2,12,1,226.0,1900.0,1793.0,1910.0,1823.7,346.0,80.0,87.0,158.0,356.0,238.0,0.0,0.0,0.0,138.0,271.0,43.91,38.42,47.652,49.368
621,2023-09-13,3,2023,9,0,0,4,22.0,11.0,2,1,6,2,22,1,238.0,1977.0,1900.0,1934.6,1845.4,354.0,155.0,155.0,100.0,348.0,219.0,0.0,0.0,0.0,150.0,258.0,43.83,43.91,47.166,45.861
622,2023-09-14,4,2023,9,0,0,4,26.0,14.0,1,1,6,3,25,1,225.0,2043.0,1977.0,1945.4,1872.5,380.0,155.0,153.0,165.0,394.0,241.0,0.0,0.0,0.0,80.0,250.0,42.67,43.83,44.554,46.106
623,2023-09-15,5,2023,9,0,0,4,27.0,15.0,1,1,6,3,34,1,226.0,2030.0,2043.0,1948.6,1899.7,363.0,165.0,166.0,159.0,362.0,249.0,0.0,0.0,0.0,82.0,258.0,43.83,42.67,42.532,45.962
624,2023-09-16,6,2023,9,1,1,4,24.0,14.0,2,2,4,2,41,1,236.0,2000.0,2030.0,1990.0,1933.3,379.0,168.0,162.0,162.0,292.0,226.0,0.0,0.0,0.0,95.0,280.0,53.01,43.83,45.45,46.70700000000001
625,2023-09-17,7,2023,9,1,1,4,27.0,18.0,2,5,5,2,52,2,247.0,1937.0,2000.0,1997.4,1953.7,412.0,121.0,100.0,112.0,348.0,243.0,0.0,0.0,0.0,87.0,267.0,49.98,53.01,46.664,47.158
626,2023-09-18,1,2023,9,0,0,4,23.0,14.0,5,5,6,3,38,1,219.0,1878.0,1937.0,1977.6,1956.1,338.0,78.0,165.0,80.0,383.0,227.0,0.0,0.0,0.0,145.0,243.0,33.87,49.98,44.672,45.919
627,2023-09-19,2,2023,9,0,0,4,18.0,6.0,5,1,8,3,14,1,199.0,1834.0,1878.0,1935.8,1940.6,329.0,141.0,150.0,110.0,375.0,216.0,0.0,0.0,0.0,78.0,236.0,35.85,33.87,43.308,43.931
628,2023-09-20,3,2023,9,0,0,4,18.0,6.0,1,1,1,1,19,1,214.0,1866.0,1834.0,1903.0,1925.8,356.0,141.0,160.0,93.0,333.0,238.0,0.0,0.0,0.0,83.0,248.0,39.32,35.85,42.406,42.469
629,2023-09-21,4,2023,9,0,0,4,23.0,9.0,1,2,6,3,23,1,227.0,1908.0,1866.0,1884.6,1937.3,337.0,154.0,162.0,87.0,397.0,184.0,0.0,0.0,0.0,140.0,220.0,39.26,39.32,39.65599999999999,42.553
630,2023-09-22,5,2023,9,0,0,4,18.0,7.0,1,1,1,3,19,1,229.0,1903.0,1908.0,1877.8,1937.6,307.0,168.0,176.0,92.0,350.0,198.0,0.0,0.0,0.0,141.0,242.0,38.54,39.26,37.367999999999995,42.016
631,2023-09-23,6,2023,9,1,1,4,21.0,9.0,1,1,6,3,27,1,203.0,1786.0,1903.0,1859.4,1918.5,301.0,184.0,163.0,87.0,324.0,217.0,0.0,0.0,0.0,106.0,201.0,47.73,38.54,40.14,42.406
632,2023-09-24,7,2023,9,1,1,4,21.0,16.0,3,5,5,3,25,1,217.0,1842.0,1786.0,1861.0,1898.4,343.0,89.0,177.0,89.0,307.0,227.0,0.0,0.0,0.0,143.0,250.0,43.68,47.73,41.706,42.507
633,2023-09-25,1,2023,9,0,0,4,22.0,14.0,3,2,6,3,31,1,223.0,1946.0,1842.0,1877.0,1890.0,348.0,172.0,170.0,86.0,362.0,229.0,0.0,0.0,0.0,156.0,200.0,35.0,43.68,40.842,41.624
634,2023-09-26,2,2023,9,0,0,4,24.0,16.0,2,5,6,3,33,1,202.0,1881.0,1946.0,1871.6,1878.1,298.0,205.0,170.0,99.0,358.0,240.0,0.0,0.0,0.0,83.0,226.0,37.57,35.0,40.504000000000005,40.08
635,2023-09-27,3,2023,9,0,0,4,22.0,10.0,5,1,6,3,30,1,218.0,2030.0,1881.0,1897.0,1887.4,348.0,199.0,160.0,80.0,407.0,265.0,0.0,0.0,0.0,104.0,249.0,36.2,37.57,40.036,38.702
636,2023-09-28,4,2023,9,0,0,4,19.0,9.0,3,2,7,3,16,1,268.0,2318.0,2030.0,2003.4,1931.4,361.0,215.0,199.0,163.0,427.0,272.0,0.0,0.0,0.0,172.0,241.0,38.88,36.2,38.266,39.203
637,2023-09-29,5,2023,9,0,1,4,20.0,9.0,3,5,6,2,19,1,284.0,2150.0,2318.0,2065.0,1963.0,327.0,187.0,138.0,109.0,365.0,371.0,0.0,0.0,0.0,105.0,264.0,49.61,38.88,39.452,40.57899999999999
638,2023-09-30,6,2023,9,1,1,4,17.0,8.0,5,2,8,3,18,1,368.0,2659.0,2150.0,2207.6,2042.3,365.0,311.0,193.0,104.0,456.0,438.0,0.0,0.0,0.0,102.0,322.0,62.72,49.61,44.995999999999995,42.919
639,2023-10-01,7,2023,10,1,1,4,19.0,6.0,2,1,8,2,20,1,436.0,3780.0,2659.0,2587.4,2229.5,358.0,372.0,228.0,148.0,455.0,397.0,353.0,0.0,269.0,185.0,310.0,84.3,62.72,54.342,47.423
640,2023-10-02,1,2023,10,0,1,4,20.0,8.0,1,2,8,2,24,1,423.0,3739.0,3780.0,2929.2,2413.1,395.0,383.0,219.0,118.0,436.0,331.0,331.0,0.0,275.0,163.0,390.0,81.87,84.3,63.476,51.75600000000001
641,2023-10-03,2,2023,10,0,1,4,16.0,9.0,5,5,4,3,39,1,398.0,3669.0,3739.0,3199.4,2601.4,414.0,221.0,224.0,169.0,383.0,359.0,356.0,0.0,256.0,210.0,423.0,54.89,81.87,66.678,52.472
642,2023-10-04,3,2023,10,0,1,4,13.0,3.0,2,1,8,4,16,1,371.0,3499.0,3669.0,3469.2,2767.1,484.0,280.0,119.0,108.0,346.0,331.0,369.0,0.0,281.0,112.0,417.0,51.93,54.89,67.142,53.297
643,2023-10-05,4,2023,10,0,1,4,14.0,3.0,1,1,8,3,15,1,293.0,3097.0,3499.0,3556.8,2882.2,406.0,230.0,173.0,109.0,308.0,206.0,366.0,0.0,280.0,113.0,333.0,54.53,51.93,65.504,55.25
644,2023-10-06,5,2023,10,0,1,4,15.0,1.0,1,1,1,3,26,1,271.0,3156.0,3097.0,3432.0,3009.7,406.0,191.0,155.0,89.0,313.0,254.0,375.0,0.0,314.0,168.0,306.0,43.14,54.53,57.272000000000006,55.806999999999995
645,2023-10-07,6,2023,10,1,0,4,16.0,2.0,1,2,3,2,39,1,193.0,2979.0,3156.0,3280.0,3104.6,482.0,91.0,166.0,129.0,393.0,189.0,412.0,0.0,287.0,154.0,196.0,34.87,43.14,47.872,55.674
646,2023-10-08,7,2023,10,1,0,4,16.0,4.0,3,2,4,2,62,2,211.0,3017.0,2979.0,3149.6,3174.5,521.0,84.0,84.0,147.0,407.0,176.0,371.0,0.0,316.0,151.0,233.0,34.99,34.87,43.892,55.285
647,2023-10-09,1,2023,10,0,0,4,19.0,4.0,2,1,1,2,51,2,201.0,3018.0,3017.0,3053.4,3261.3,502.0,74.0,144.0,146.0,386.0,185.0,355.0,0.0,308.0,152.0,257.0,33.81,34.99,40.268,53.705000000000005
648,2023-10-10,2,2023,10,0,0,4,18.0,1.0,1,1,2,2,35,1,205.0,2978.0,3018.0,3029.6,3293.2,527.0,73.0,135.0,74.0,347.0,199.0,368.0,0.0,325.0,139.0,261.0,34.31,33.81,36.224,50.864
649,2023-10-11,3,2023,10,0,0,4,20.0,5.0,1,1,6,2,44,1,200.0,3093.0,2978.0,3017.0,3224.5,586.0,67.0,150.0,132.0,343.0,179.0,362.0,0.0,344.0,93.0,293.0,35.65,34.31,34.726,45.999
650,2023-10-12,4,2023,10,0,0,4,23.0,6.0,1,1,6,2,43,1,217.0,3728.0,3093.0,3166.8,3223.4,777.0,125.0,150.0,84.0,720.0,193.0,349.0,0.0,335.0,139.0,304.0,35.26,35.65,34.804,41.33800000000001
651,2023-10-13,5,2023,10,0,0,4,21.0,8.0,1,1,6,2,50,1,206.0,3608.0,3728.0,3285.0,3217.3,1055.0,141.0,137.0,80.0,460.0,185.0,369.0,0.0,316.0,87.0,256.0,36.73,35.26,35.152,39.522
652,2023-10-14,6,2023,10,1,1,4,20.0,7.0,1,2,6,3,60,2,214.0,3538.0,3608.0,3389.0,3221.2,1002.0,105.0,138.0,93.0,388.0,197.0,351.0,0.0,336.0,96.0,282.0,45.94,36.73,37.578,38.922999999999995
653,2023-10-15,7,2023,10,1,1,4,12.0,2.0,1,1,8,4,32,1,211.0,3745.0,3538.0,3542.4,3286.0,1081.0,86.0,145.0,143.0,369.0,207.0,410.0,0.0,383.0,71.0,256.0,35.91,45.94,37.898,37.061
654,2023-10-16,1,2023,10,0,0,4,10.0,0.0,1,1,8,4,23,1,180.0,4112.0,3745.0,3746.2,3381.6,1480.0,70.0,147.0,80.0,470.0,171.0,382.0,0.0,388.0,74.0,282.0,29.38,35.91,36.64399999999999,35.685
655,2023-10-17,2,2023,10,0,0,4,16.0,8.0,1,2,5,3,35,1,191.0,4099.0,4112.0,3820.4,3493.6,1317.0,124.0,149.0,137.0,492.0,199.0,361.0,0.0,372.0,139.0,246.0,32.4,29.38,36.072,35.438
656,2023-10-18,3,2023,10,0,0,4,15.0,3.0,3,2,8,3,40,1,191.0,3948.0,4099.0,3888.4,3586.7,1228.0,132.0,149.0,67.0,520.0,173.0,346.0,0.0,378.0,150.0,236.0,31.63,32.4,35.052,35.102
657,2023-10-19,4,2023,10,0,0,4,11.0,-5.0,3,2,8,3,21,1,176.0,3787.0,3948.0,3938.2,3663.6,1158.0,66.0,149.0,79.0,504.0,201.0,364.0,0.0,355.0,141.0,239.0,30.02,31.63,31.868,34.723
658,2023-10-20,5,2023,10,0,0,4,7.0,-4.0,3,1,8,3,26,1,189.0,3474.0,3787.0,3884.0,3713.2,1137.0,70.0,137.0,67.0,394.0,176.0,347.0,0.0,331.0,65.0,230.0,29.95,30.02,30.676,34.287
659,2023-10-21,6,2023,10,1,1,4,7.0,1.0,2,11,7,3,23,1,172.0,3346.0,3474.0,3730.8,3738.5,852.0,78.0,71.0,69.0,340.0,181.0,392.0,0.0,427.0,78.0,259.0,34.9,29.95,31.77999999999999,34.212
660,2023-10-22,7,2023,10,1,1,4,12.0,3.0,1,1,8,2,35,1,206.0,3429.0,3346.0,3596.8,3708.6,850.0,129.0,139.0,70.0,311.0,164.0,366.0,0.0,407.0,135.0,245.0,35.74,34.9,32.448,34.26
661,2023-10-23,1,2023,10,0,0,4,19.0,9.0,1,2,6,4,50,1,191.0,3593.0,3429.0,3525.8,3707.1,1047.0,66.0,134.0,69.0,394.0,183.0,348.0,0.0,402.0,130.0,227.0,31.72,35.74,32.466,33.759
662,2023-10-24,2,2023,10,0,0,4,17.0,1.0,1,2,6,3,78,2,173.0,3312.0,3593.0,3430.8,3684.5,913.0,76.0,130.0,67.0,451.0,180.0,303.0,0.0,370.0,76.0,203.0,32.45,31.72,32.952,32.410000000000004
663,2023-10-25,3,2023,10,0,0,4,18.0,3.0,2,2,5,3,68,2,184.0,3480.0,3312.0,3432.0,3658.0,1070.0,124.0,152.0,71.0,456.0,181.0,272.0,0.0,387.0,0.0,196.0,33.01,32.45,33.564,32.12
664,2023-10-26,4,2023,10,0,0,4,10.0,-2.0,1,1,8,3,33,1,171.0,3267.0,3480.0,3416.2,3573.5,888.0,61.0,127.0,63.0,478.0,170.0,297.0,0.0,353.0,87.0,219.0,29.99,33.01,32.582,32.181
665,2023-10-27,5,2023,10,0,0,4,11.0,-1.0,3,1,8,2,45,1,194.0,3575.0,3267.0,3445.4,3521.1,940.0,66.0,139.0,126.0,500.0,184.0,327.0,0.0,402.0,71.0,224.0,32.53,29.99,31.94,32.194
666,2023-10-28,6,2023,10,1,1,4,12.0,0.0,1,1,4,2,104,3,189.0,3529.0,3575.0,3432.6,3479.2,854.0,71.0,78.0,78.0,505.0,161.0,363.0,0.0,449.0,84.0,248.0,38.67,32.53,33.33,32.898
667,2023-10-29,7,2023,10,1,1,4,17.0,7.0,1,2,5,3,100,2,181.0,3408.0,3529.0,3451.8,3441.3,807.0,76.0,137.0,74.0,423.0,164.0,327.0,0.0,443.0,70.0,263.0,38.27,38.67,34.494,33.723
668,2023-10-30,1,2023,10,0,0,4,12.0,0.0,2,2,8,3,124,3,188.0,3624.0,3408.0,3480.6,3456.3,1046.0,61.0,74.0,70.0,545.0,161.0,304.0,0.0,404.0,133.0,234.0,30.18,38.27,33.928,33.745999999999995
669,2023-10-31,2,2023,10,0,0,4,5.0,-3.0,3,2,2,2,113,3,159.0,3716.0,3624.0,3570.4,3493.3,940.0,65.0,126.0,127.0,576.0,162.0,318.0,0.0,447.0,129.0,220.0,28.39,30.18,33.608000000000004,33.095000000000006
670,2023-11-01,3,2023,11,0,0,4,4.0,-1.0,3,2,1,1,45,1,178.0,4162.0,3716.0,3687.8,3566.6,1228.0,61.0,135.0,122.0,538.0,182.0,375.0,0.0,519.0,70.0,235.0,29.03,28.39,32.908,32.424
671,2023-11-02,4,2023,11,0,0,4,12.0,-4.0,4,2,6,2,72,2,157.0,3624.0,4162.0,3706.8,3569.7,1024.0,0.0,128.0,0.0,574.0,157.0,325.0,0.0,448.0,125.0,238.0,27.89,29.03,30.752,32.041
672,2023-11-03,5,2023,11,0,0,4,0.0,-9.0,2,1,8,3,31,1,182.0,3882.0,3624.0,3801.6,3626.7,1043.0,61.0,156.0,0.0,575.0,195.0,369.0,0.0,498.0,82.0,223.0,27.94,27.89,28.686,31.589999999999996
673,2023-11-04,6,2023,11,1,1,4,0.0,-3.0,3,2,2,3,36,1,185.0,3656.0,3882.0,3808.0,3644.3,938.0,59.0,126.0,65.0,414.0,178.0,375.0,0.0,498.0,73.0,247.0,29.44,27.94,28.538,31.232999999999997
674,2023-11-05,7,2023,11,1,1,4,1.0,-3.0,3,11,2,3,42,1,155.0,3665.0,3656.0,3797.8,3684.1,1045.0,0.0,130.0,66.0,469.0,143.0,416.0,0.0,468.0,82.0,223.0,27.93,29.44,28.446000000000005,31.026999999999997
675,2023-11-06,1,2023,11,0,0,4,-2.0,-9.0,17,15,2,5,37,1,182.0,4684.0,3665.0,3902.2,3795.0,1698.0,0.0,137.0,0.0,682.0,187.0,358.0,0.0,548.0,122.0,222.0,22.86,27.93,27.212,30.06
676,2023-11-07,2,2023,11,0,0,4,-5.0,-17.0,13,2,7,2,29,1,187.0,4322.0,4684.0,4041.8,3874.3,1446.0,0.0,63.0,61.0,624.0,169.0,368.0,0.0,513.0,132.0,246.0,24.26,22.86,26.486,28.619
677,2023-11-08,3,2023,11,0,0,4,-5.0,-15.0,16,2,4,2,61,2,205.0,4627.0,4322.0,4190.8,3996.2,1434.0,0.0,136.0,61.0,742.0,168.0,349.0,0.0,591.0,129.0,221.0,25.38,24.26,25.974,27.33
678,2023-11-09,4,2023,11,0,0,4,-3.0,-18.0,13,1,6,2,60,2,234.0,4563.0,4627.0,4372.2,4090.1,1422.0,0.0,142.0,0.0,755.0,175.0,377.0,0.0,584.0,69.0,221.0,24.92,25.38,25.07,26.803999999999995
679,2023-11-10,5,2023,11,0,0,4,-5.0,-15.0,13,2,7,3,43,1,237.0,4537.0,4563.0,4546.6,4172.2,1347.0,0.0,142.0,63.0,873.0,180.0,410.0,0.0,509.0,71.0,196.0,26.7,24.92,24.824,26.635
680,2023-11-11,6,2023,11,1,1,4,-7.0,-15.0,13,1,6,2,53,2,205.0,3941.0,4537.0,4398.0,4150.1,1088.0,0.0,130.0,0.0,580.0,182.0,408.0,0.0,523.0,83.0,219.0,28.38,26.7,25.927999999999997,26.57
681,2023-11-12,7,2023,11,1,1,4,-7.0,-11.0,13,1,6,2,79,2,227.0,4421.0,3941.0,4417.8,4229.8,1122.0,0.0,83.0,66.0,682.0,161.0,490.0,0.0,649.0,69.0,223.0,26.67,28.38,26.410000000000004,26.448
682,2023-11-13,1,2023,11,0,0,4,-3.0,-12.0,13,1,6,3,50,1,205.0,4833.0,4421.0,4459.0,4324.9,1471.0,61.0,147.0,61.0,871.0,199.0,376.0,0.0,549.0,131.0,213.0,12.36,26.67,23.806,24.889999999999997
683,2023-11-14,2,2023,11,0,0,4,0.0,-12.0,13,2,5,2,97,2,205.0,5170.0,4833.0,4580.4,4476.3,1541.0,0.0,142.0,130.0,863.0,190.0,408.0,0.0,657.0,150.0,227.0,0.0,12.36,18.822,21.946
684,2023-11-15,3,2023,11,0,0,4,0.0,-7.0,13,13,6,2,127,3,212.0,4759.0,5170.0,4624.8,4585.7,1463.0,0.0,136.0,0.0,726.0,183.0,361.0,0.0,652.0,130.0,244.0,0.0,0.0,13.482,19.153
685,2023-11-16,4,2023,11,0,0,4,0.0,-10.0,15,2,6,3,151,4,209.0,4723.0,4759.0,4781.2,4589.6,1455.0,0.0,137.0,61.0,733.0,172.0,396.0,0.0,638.0,66.0,218.0,21.2,0.0,12.046,18.987
686,2023-11-17,5,2023,11,0,0,4,-3.0,-7.0,3,14,8,2,44,1,209.0,5292.0,4723.0,4955.4,4686.6,1434.0,59.0,133.0,59.0,910.0,175.0,478.0,0.0,735.0,133.0,232.0,27.04,21.2,12.12,19.265
687,2023-11-18,6,2023,11,1,1,4,-3.0,-9.0,2,2,6,2,35,1,187.0,4485.0,5292.0,4885.8,4672.4,1132.0,0.0,138.0,0.0,710.0,167.0,418.0,0.0,745.0,73.0,170.0,30.03,27.04,15.654,19.73
688,2023-11-19,7,2023,11,1,1,4,-1.0,-11.0,3,1,8,3,41,1,229.0,5063.0,4485.0,4864.4,4722.4,1215.0,61.0,141.0,65.0,677.0,187.0,411.0,0.0,882.0,139.0,174.0,28.89,30.03,21.432,20.127
689,2023-11-20,1,2023,11,0,0,4,3.0,-1.0,2,1,6,4,47,1,203.0,5908.0,5063.0,5094.2,4859.5,1786.0,126.0,146.0,0.0,867.0,165.0,368.0,0.0,943.0,146.0,215.0,27.31,28.89,26.894,20.188
690,2023-11-21,2,2023,11,0,0,4,4.0,-8.0,4,2,6,2,67,2,234.0,5666.0,5908.0,5282.8,5032.0,1706.0,0.0,149.0,63.0,846.0,198.0,428.0,0.0,822.0,150.0,248.0,29.11,27.31,28.476,20.261000000000003
691,2023-11-22,3,2023,11,0,0,4,0.0,-9.0,17,15,2,4,77,2,197.0,5622.0,5666.0,5348.8,5152.1,1772.0,0.0,159.0,122.0,842.0,185.0,422.0,0.0,823.0,76.0,201.0,26.38,29.11,28.344,20.232
692,2023-11-23,4,2023,11,0,0,4,-8.0,-22.0,13,1,1,4,21,1,240.0,5133.0,5622.0,5478.4,5182.1,1546.0,0.0,126.0,59.0,710.0,219.0,368.0,0.0,783.0,76.0,223.0,26.36,26.38,27.610000000000003,21.632
693,2023-11-24,5,2023,11,0,0,4,-11.0,-21.0,3,1,7,3,27,1,216.0,5575.0,5133.0,5580.8,5222.6,1622.0,61.0,157.0,125.0,827.0,216.0,432.0,0.0,797.0,76.0,249.0,27.97,26.36,27.426,24.429
694,2023-11-25,6,2023,11,1,1,4,-12.0,-23.0,3,2,6,2,38,1,205.0,5184.0,5575.0,5436.0,5265.1,1268.0,0.0,137.0,70.0,705.0,196.0,514.0,0.0,878.0,74.0,259.0,30.14,27.97,27.992,27.443
695,2023-11-26,7,2023,11,1,1,4,-12.0,-19.0,4,2,2,1,80,2,191.0,5631.0,5184.0,5429.0,5355.9,1346.0,0.0,83.0,122.0,822.0,218.0,475.0,0.0,996.0,128.0,254.0,28.45,30.14,27.860000000000003,28.168
696,2023-11-27,1,2023,11,0,0,4,-12.0,-22.0,2,2,1,1,116,3,216.0,6129.0,5631.0,5530.4,5439.6,1935.0,61.0,141.0,61.0,884.0,191.0,448.0,0.0,920.0,128.0,224.0,27.36,28.45,28.056,28.2
697,2023-11-28,2,2023,11,0,0,4,-13.0,-21.0,4,1,6,2,70,2,276.0,5443.0,6129.0,5592.4,5535.4,1659.0,0.0,149.0,0.0,728.0,205.0,410.0,0.0,819.0,126.0,252.0,26.88,27.36,28.160000000000004,27.885
698,2023-11-29,3,2023,11,0,0,4,-13.0,-20.0,3,1,7,3,39,1,222.0,5970.0,5443.0,5671.4,5626.1,1743.0,63.0,145.0,67.0,892.0,182.0,454.0,0.0,912.0,128.0,250.0,27.53,26.88,28.072000000000003,27.749
699,2023-11-30,4,2023,11,0,0,4,-11.0,-22.0,3,1,6,3,38,1,219.0,6019.0,5970.0,5838.4,5637.2,1761.0,67.0,151.0,69.0,1083.0,205.0,472.0,0.0,840.0,70.0,242.0,27.21,27.53,27.486,27.738999999999997
700,2023-12-01,5,2023,12,0,0,1,-8.0,-17.0,13,1,6,2,70,2,217.0,5966.0,6019.0,5905.4,5667.2,1838.0,0.0,156.0,122.0,852.0,191.0,548.0,0.0,845.0,132.0,220.0,28.2,27.21,27.436,27.648000000000003
701,2023-12-02,6,2023,12,1,1,1,-5.0,-17.0,13,1,6,2,71,2,211.0,5577.0,5966.0,5795.0,5662.7,1515.0,61.0,132.0,66.0,853.0,195.0,561.0,0.0,837.0,73.0,236.0,31.93,28.2,28.35,28.202999999999996
702,2023-12-03,7,2023,12,1,1,1,-4.0,-13.0,13,1,5,4,63,2,225.0,5783.0,5577.0,5863.0,5727.7,1541.0,0.0,76.0,132.0,848.0,191.0,555.0,0.0,935.0,86.0,259.0,30.19,31.93,29.012,28.585999999999995
703,2023-12-04,1,2023,12,0,0,1,0.0,-14.0,13,2,6,3,56,2,220.0,6056.0,5783.0,5880.2,5775.8,1963.0,0.0,152.0,0.0,953.0,193.0,529.0,0.0,834.0,135.0,243.0,29.43,30.19,29.392000000000003,28.732
704,2023-12-05,2,2023,12,0,0,1,3.0,-8.0,13,2,5,4,134,3,242.0,6071.0,6056.0,5890.6,5864.5,1976.0,0.0,150.0,73.0,956.0,225.0,520.0,0.0,806.0,78.0,239.0,30.08,29.43,29.966,28.726
705,2023-12-06,3,2023,12,0,0,1,-2.0,-18.0,13,2,6,3,27,1,229.0,6337.0,6071.0,5964.8,5935.1,1984.0,63.0,159.0,124.0,883.0,195.0,579.0,0.0,912.0,74.0,223.0,29.23,30.08,30.172000000000004,28.803999999999995
