iter	RMSE
376	2.375645686
377	2.373977663
378	2.36600326
379	2.364403009
380	2.361887658
381	2.356956111
382	2.356728356
383	2.356516579
384	2.353534167
385	2.349299565
386	2.348676377
387	2.338348927
388	2.333117195
389	2.326098332
390	2.324763977
391	2.322753699
392	2.320298177
393	2.313194177
394	2.312881871
395	2.307712935
396	2.306845797
397	2.302796971
398	2.296087145
399	2.293861656
400	2.289706077
401	2.287827706
402	2.283035463
403	2.276447811
404	2.272156884
405	2.265216556
406	2.260477136
407	2.258628183
408	2.251662982
409	2.250003896
410	2.242529553
411	2.240336174
412	2.233211944
413	2.228013434
414	2.225023396
415	2.224700794
416	2.218608143
417	2.216788708
418	2.210023772
419	2.206184334
420	2.201635442
421	2.198025316
422	2.1939546
423	2.191113512
424	2.186023009
425	2.173579461
426	2.170591869
427	2.165521883
428	2.164215175
429	2.161088997
430	2.158298732
431	2.152471558
432	2.149448017
433	2.147316965
434	2.144129226
435	2.142061488
436	2.139987905
437	2.139662399
438	2.137293799
439	2.135207957
440	2.13469618
441	2.132951917
442	2.124534458
443	2.119129185
444	2.115231526
445	2.109721386
446	2.108313284
447	2.106730168
448	2.098456681
449	2.096998346
450	2.09388898
451	2.087813769
452	2.082942911
453	2.076730155
454	2.075495081
455	2.069080595
456	2.058011386
457	2.056285734
458	2.054157597
459	2.052330221
460	2.047067639
461	2.039811003
462	2.037641498
463	2.0331317
464	2.030057127
465	2.027185466
466	2.023964876
467	2.018078882
468	2.013808055
469	2.011510444
470	2.009576226
471	2.006152017
472	2.003429079
473	1.997965908
474	1.996573791
475	1.994946137
476	1.992801987
477	1.985951287
478	1.980176995
479	1.979750493
480	1.977838932
481	1.973354857
482	1.972959673
483	1.966757218
484	1.965512893
485	1.965332399
486	1.963856968
487	1.963550622
488	1.962060405
489	1.956494808
490	1.952350302
491	1.947887257
492	1.944913551
493	1.941359314
494	1.938335927
495	1.934311173
496	1.934022956
497	1.928936269
498	1.924568584
499	1.922570209
500	1.91685779
501	1.915451431
502	1.909093423
503	1.908879908
504	1.905148203
505	1.90205915
506	1.900870519
507	1.894434125
508	1.892672129
509	1.890075352
510	1.88990364
511	1.888548829
512	1.887821466
513	1.885895087
514	1.880442428
515	1.879319193
516	1.877817387
517	1.87560553
518	1.873646847
519	1.871369203
520	1.869799017
521	1.86632595
522	1.862874427
523	1.859372102
524	1.855355233
525	1.853438181
526	1.849763757
527	1.846531894
528	1.844711143
529	1.842760559
530	1.840711772
531	1.836302234
532	1.83262555
533	1.830202007
534	1.825027941
535	1.818148662
536	1.812403758
537	1.807618375
538	1.806333879
539	1.806034585
540	1.802472045
541	1.797743892
542	1.795510655
543	1.794152157
544	1.787871871
545	1.783121771
546	1.782173837
547	1.780452273
548	1.776304197
549	1.768043605
550	1.76601226
551	1.76366614
552	1.758611821
553	1.755195174
554	1.748850866
555	1.747939042
556	1.74494517
557	1.740961727
558	1.740885249
559	1.739756105
560	1.738881106
561	1.735408104
562	1.733888773
563	1.729358246
564	1.726778022
565	1.726042039
566	1.722315056
567	1.721157851
568	1.718987749
569	1.714009482
570	1.708773182
571	1.706029763
572	1.701987263
573	1.699163529
574	1.692547357
575	1.689497423
576	1.687200937
577	1.686217298
578	1.682556186
579	1.681726805
580	1.67791759
581	1.676537691
582	1.67429685
583	1.669443745
584	1.664554859
585	1.66325944
586	1.660346448
587	1.658081901
588	1.654871584
589	1.653087226
590	1.649377363
591	1.644763111
592	1.639783368
593	1.634709924
594	1.633016146
595	1.630895069
596	1.629093114
597	1.625950498
598	1.623053711
599	1.619571469
600	1.616949837
601	1.615609107
602	1.614303094
603	1.610630223
604	1.607897563
605	1.607707183
606	1.604347004
607	1.603190687
608	1.600703003
609	1.599415645
610	1.595931816
611	1.592463441
612	1.591199732
613	1.588879633
614	1.585318925
615	1.58426407
616	1.582554279
617	1.578940462
618	1.578705129
619	1.575635767
620	1.574860368
621	1.57119691
622	1.567176613
623	1.566297169
624	1.562476457
625	1.560897097
626	1.558916548
627	1.555099467
628	1.552312446
629	1.550303473
630	1.548149258
631	1.547346418
632	1.545801217
633	1.542954825
634	1.539252415
635	1.538024311
636	1.535264953
637	1.533255537
638	1.530490504
639	1.52675925
640	1.5260151
641	1.522344205
642	1.521406636
643	1.518877645
644	1.517039982
645	1.512994812
646	1.509075489
647	1.508840872
648	1.508114645
649	1.503962342
650	1.502214926
651	1.499146356
652	1.495567823
653	1.494051243
654	1.490793321
655	1.487630611
656	1.482027464
657	1.480619633
658	1.478927523
659	1.478347894
660	1.476999065
661	1.475966149
662	1.474334764
663	1.471520409
664	1.470574645
665	1.470030796
666	1.467974815
667	1.467091099
668	1.465402358
669	1.462108035
670	1.461136494
671	1.460527771
672	1.459566676
673	1.458592277
674	1.458316479
675	1.456969083
676	1.455772426
677	1.454277804
678	1.451293796
679	1.449476702
680	1.447240396
681	1.447006506
682	1.445543881
683	1.440216086
684	1.437450594
685	1.435013223
686	1.434104582
687	1.431499309
688	1.428540047
689	1.426665278
690	1.425129374
691	1.423735698
692	1.422091715
693	1.421874944
694	1.420640176
695	1.419200434
696	1.418203263
697	1.416825448
698	1.415812236
699	1.414028685
700	1.41320828
701	1.410728888
702	1.407883865
703	1.405422179
704	1.404498851
705	1.402658687
706	1.400360696
707	1.40006894
708	1.399503284
709	1.398468834
710	1.397998922
711	1.396311969
712	1.395454701
713	1.395327324
714	1.394023752
715	1.392013383
716	1.390494287
717	1.388928716
718	1.387412984
719	1.385002132
720	1.382091218
721	1.381138078
722	1.377431716
723	1.376558315
724	1.375917557
725	1.373010919
726	1.368743182
727	1.366321926
728	1.363955972
729	1.363601936
730	1.360706283
731	1.359302213
732	1.356724517
733	1.354187362
734	1.352369214
735	1.349809997
736	1.346641498
737	1.34546689
738	1.343132981
739	1.340732974
740	1.340137188
741	1.33837015
742	1.337646682
743	1.336947323
744	1.334419657
745	1.334020942
746	1.333453684
747	1.332153533
748	1.330630746
749	1.328485189
750	1.327233059
751	1.324690377
752	1.32415497
753	1.322549654
754	1.321018022
755	1.320608336
756	1.319631718
757	1.317445491
758	1.316154749
759	1.314187769
760	1.311094481
761	1.309359648
762	1.308511734
763	1.306566812
764	1.304424477
765	1.304138598
766	1.302290379
767	1.300568879
768	1.299072442
769	1.296535294
770	1.295280065
771	1.292698133
772	1.29092729
773	1.290653074
774	1.290123732
775	1.289249146
776	1.286489807
777	1.28497536
778	1.282940053
779	1.281847142
780	1.279703636
781	1.278540491
782	1.278054745
783	1.276966972
784	1.274759248
785	1.273810225
786	1.270551956
787	1.270012492
788	1.269270627
789	1.267837608
790	1.267723461
791	1.266188455
792	1.264639313
793	1.260607054
794	1.259562156
795	1.259253919
796	1.258157932
797	1.255859531
798	1.254848465
799	1.254016046
800	1.251418853
801	1.250672324
802	1.248105273
803	1.246767357
804	1.246064707
805	1.244561155
806	1.244370492
807	1.243083123
808	1.242289205
809	1.240094822
810	1.239843903
811	1.23928927
812	1.239244821
813	1.238212786
814	1.238019111
815	1.235806861
816	1.234353408
817	1.232796155
818	1.232513882
819	1.230643342
820	1.228526823
821	1.227418611
822	1.22666718
823	1.226332885
824	1.224543908
825	1.222713357
826	1.222652657
827	1.22203728
828	1.220839047
829	1.220372469
830	1.219809644
831	1.217997006
832	1.216789598
833	1.216341979
834	1.214453241
835	1.214051935
836	1.213086
837	1.211325773
838	1.211019073
839	1.2098739
840	1.208163432
841	1.207778044
842	1.206186675
843	1.204473615
844	1.202951748
845	1.202740332
846	1.201820748
847	1.200792976
848	1.199102683
849	1.19818397
850	1.19633032
851	1.194268081
852	1.194011377
853	1.192641914
854	1.19118064
855	1.189723474
856	1.189223786
857	1.18741708
858	1.185964985
859	1.184883481
860	1.183385975
861	1.183065227
862	1.182149161
863	1.181338185
864	1.180350409
865	1.180163119
866	1.178389098
867	1.175948862
868	1.173951496
869	1.172880676
870	1.17145096
871	1.171160948
872	1.168851809
873	1.167126849
874	1.164629095
875	1.162876141
876	1.162244958
877	1.160481337
878	1.15890764
879	1.15662834
880	1.155269357
881	1.153586397
882	1.152972417
883	1.152196999
884	1.151337827
885	1.150287264
886	1.148722303
887	1.14853363
888	1.147848109
889	1.147657463
890	1.146917618
891	1.145180069
892	1.14482301
893	1.142974979
894	1.14105824
895	1.139267893
896	1.137864116
897	1.136142232
898	1.134556703
899	1.134066167
900	1.131685433
901	1.131055544
902	1.129863673
903	1.126548796
904	1.125635503
905	1.125481412
906	1.123696595
907	1.122858077
908	1.121447138
909	1.120911404
910	1.119894959
911	1.118409269
912	1.117536494
913	1.117432483
914	1.116663513
915	1.115688071
916	1.115516646
917	1.11392322
918	1.112550945
919	1.111710118
920	1.109554729
921	1.108324525
922	1.106881732
923	1.106066233
924	1.104501925
925	1.104050035
926	1.103527643
927	1.103407819
928	1.102960423
929	1.102581818
930	1.10155847
931	1.100279382
932	1.098909141
933	1.096696286
934	1.096235872
935	1.094988461
936	1.093198366
937	1.092352123
938	1.091947269
939	1.091655911
940	1.090118702
941	1.088937395
942	1.087987962
943	1.087527571
944	1.086581843
945	1.08572223
946	1.084453134
947	1.083802454
948	1.083632867
949	1.082964785
950	1.080910989
951	1.08000826
952	1.079829472
953	1.079677224
954	1.079227524
955	1.077796843
956	1.076912054
957	1.075240254
958	1.074367512
959	1.071952975
960	1.071809498
961	1.07087365
962	1.069287632
963	1.067095667
964	1.06534431
965	1.063728202
966	1.062957774
967	1.061401627
968	1.059703829
969	1.059046381
970	1.058168347
971	1.057923557
972	1.056263227
973	1.05497942
974	1.05397165
975	1.052524021
976	1.051985215
977	1.051197817
978	1.050434316
979	1.049185338
980	1.048082146
981	1.046637085
982	1.046198417
983	1.045958725
984	1.045390973
985	1.043985321
986	1.043858048
987	1.043144334
988	1.041719463
989	1.041579477
990	1.040203856
991	1.039065364
992	1.038480074
993	1.038011724
994	1.037897672
995	1.036546555
996	1.036041595
997	1.034154124
998	1.032955693
999	1.032614242
