date,日期,客流,pre_flow,ma5_flow,ma10_flow
693,2023-11-24,27.97,26.36,27.426,24.429000000000002
694,2023-11-25,30.14,27.97,27.992,27.443
695,2023-11-26,28.45,30.14,27.860000000000003,28.168
696,2023-11-27,27.36,28.45,28.056,28.2
697,2023-11-28,26.88,27.36,28.160000000000004,27.885
698,2023-11-29,27.529999999999998,26.88,28.072000000000003,27.749000000000002
699,2023-11-30,27.21,27.529999999999998,27.486,27.738999999999997
700,2023-12-01,28.2,27.21,27.436,27.648000000000003
701,2023-12-02,31.93,28.2,28.35,28.202999999999996
702,2023-12-03,30.189999999999998,31.93,29.012,28.585999999999995
703,2023-12-04,29.43,30.189999999999998,29.392000000000003,28.732
704,2023-12-05,30.08,29.43,29.965999999999998,28.726
705,2023-12-06,29.23,30.08,30.172000000000004,28.803999999999995
706,2023-12-07,28.79,29.23,29.544,28.946999999999996
707,2023-12-08,30.81,28.79,29.668,29.339999999999996
708,2023-12-09,32.4,30.81,30.262,29.826999999999998
709,2023-12-10,29.37,32.4,30.119999999999997,30.043
710,2023-12-11,27.71,29.37,29.816000000000003,29.994
711,2023-12-12,28.16,27.71,29.690000000000005,29.617
712,2023-12-13,28.62,28.16,29.252000000000002,29.46
713,2023-12-14,27.74,28.62,28.32,29.291000000000004
714,2023-12-15,28.62,27.74,28.169999999999998,29.145
715,2023-12-16,30.22,28.62,28.672000000000004,29.244
716,2023-12-17,30.59,30.22,29.158000000000005,29.424
717,2023-12-18,29.36,30.59,29.306,29.278999999999996
718,2023-12-19,29.85,29.36,29.727999999999998,29.024
719,2023-12-20,28.89,29.85,29.782,28.976
720,2023-12-21,27.67,28.89,29.272000000000002,28.971999999999998
721,2023-12-22,31.02,27.67,29.357999999999997,29.258
722,2023-12-23,35.89,31.02,30.663999999999998,29.985000000000003
723,2023-12-24,36.18,35.89,31.93,30.829
724,2023-12-25,33.38,36.18,32.827999999999996,31.305
725,2023-12-26,30.57,33.38,33.408,31.340000000000003
726,2023-12-27,31.25,30.57,33.454,31.406
727,2023-12-28,31.44,31.25,32.564,31.614000000000004
728,2023-12-29,35.18,31.44,32.364,32.147000000000006
729,2023-12-30,41.35,35.18,33.958000000000006,33.393
730,2023-12-31,46.5,41.35,37.144,35.275999999999996
731,2024-01-01,39.44,46.5,38.782,36.118
732,2024-01-02,28.38,39.44,38.17,35.367
733,2024-01-03,34.38,28.38,38.010000000000005,35.187
734,2024-01-04,33.61,34.38,36.462,35.209999999999994
735,2024-01-05,34.83,33.61,34.128,35.636
736,2024-01-06,38.29,34.83,33.897999999999996,36.339999999999996
737,2024-01-07,36.02,38.29,35.426,36.798
738,2024-01-08,32.42,36.02,35.034000000000006,36.522
739,2024-01-09,32.910000000000004,32.42,34.894,35.678000000000004
740,2024-01-10,34.98,32.910000000000004,34.924,34.525999999999996
741,2024-01-11,32.94,34.98,33.854,33.876
742,2024-01-12,34.3,32.94,33.510000000000005,34.468
743,2024-01-13,40.25,34.3,35.076,35.05499999999999
744,2024-01-14,39.51,40.25,36.396,35.644999999999996
745,2024-01-15,35.05,39.51,36.41,35.667
746,2024-01-16,37.68,35.05,37.358,35.606
747,2024-01-17,37.769999999999996,37.68,38.052,35.78099999999999
748,2024-01-18,35.2,37.769999999999996,37.042,36.059000000000005
749,2024-01-19,34.3,35.2,36.0,36.19799999999999
750,2024-01-20,36.78,34.3,36.346000000000004,36.378
751,2024-01-21,36.47,36.78,36.104,36.731
752,2024-01-22,31.98,36.47,34.946000000000005,36.499
753,2024-01-23,35.24,31.98,34.95399999999999,35.998000000000005
754,2024-01-24,34.61,35.24,35.016,35.508
755,2024-01-25,36.83,34.61,35.025999999999996,35.686
756,2024-01-26,37.77,36.83,35.285999999999994,35.695
757,2024-01-27,40.05,37.77,36.9,35.923
758,2024-01-28,42.1,40.05,38.272,36.613
759,2024-01-29,37.3,42.1,38.81,36.913
760,2024-01-30,36.96,37.3,38.836,36.931
761,2024-01-31,35.61,36.96,38.404,36.845
762,2024-02-01,35.18,35.61,37.42999999999999,37.165
763,2024-02-02,34.7,35.18,35.95,37.111000000000004
764,2024-02-03,35.94,34.7,35.678,37.24399999999999
765,2024-02-04,36.01,35.94,35.488,37.162
766,2024-02-05,33.28,36.01,35.022,36.713
767,2024-02-06,33.33,33.28,34.652,36.041
768,2024-02-07,30.84,33.33,33.88,34.915
769,2024-02-08,25.94,30.84,31.880000000000003,33.779
770,2024-02-09,19.46,25.94,28.570000000000004,32.028999999999996
771,2024-02-10,31.169999999999998,19.46,28.148000000000003,31.585
772,2024-02-11,44.5,31.169999999999998,30.381999999999998,32.517
773,2024-02-12,50.699999999999996,44.5,34.354,34.117000000000004
774,2024-02-13,56.33,50.699999999999996,40.432,36.156
775,2024-02-14,49.05,56.33,46.35,37.459999999999994
776,2024-02-15,44.98,49.05,49.112,38.63
777,2024-02-16,44.7,44.98,49.152,39.767
778,2024-02-17,41.22,44.7,47.25599999999999,40.80499999999999
779,2024-02-18,30.51,41.22,42.092,41.262
780,2024-02-19,28.92,30.51,38.065999999999995,42.208
781,2024-02-20,26.58,28.92,34.386,41.749
782,2024-02-21,25.65,26.58,30.576,39.864
783,2024-02-22,24.83,25.65,27.298000000000002,37.277
784,2024-02-23,24.23,24.83,26.041999999999994,34.067
785,2024-02-24,30.66,24.23,26.389999999999997,32.228
786,2024-02-25,27.330000000000002,30.66,26.54,30.463
787,2024-02-26,28.93,27.330000000000002,27.196000000000005,28.886000000000003
788,2024-02-27,27.91,28.93,27.812,27.555
789,2024-02-28,27.28,27.91,28.422000000000004,27.232
790,2024-02-29,26.16,27.28,27.522000000000002,26.956
791,2024-03-01,25.14,26.16,27.083999999999996,26.812
792,2024-03-02,26.72,25.14,26.642000000000003,26.919
793,2024-03-03,26.21,26.72,26.302,27.057
794,2024-03-04,24.12,26.21,25.669999999999998,27.046
795,2024-03-05,25.080000000000002,24.12,25.454,26.488
796,2024-03-06,25.330000000000002,25.080000000000002,25.491999999999997,26.288
797,2024-03-07,25.32,25.330000000000002,25.212000000000003,25.927
798,2024-03-08,27.19,25.32,25.408,25.855
799,2024-03-09,29.77,27.19,26.538,26.104000000000003
800,2024-03-10,29.72,29.77,27.466,26.46
801,2024-03-11,25.29,29.72,27.458,26.475
802,2024-03-12,26.87,25.29,27.768,26.490000000000002
803,2024-03-13,26.74,26.87,27.677999999999997,26.543
804,2024-03-14,26.79,26.74,27.082,26.810000000000002
805,2024-03-15,26.28,26.79,26.394,26.93
806,2024-03-16,26.41,26.28,26.618000000000002,27.038
807,2024-03-17,26.32,26.41,26.508,27.137999999999998
808,2024-03-18,24.55,26.32,26.07,26.874000000000002
809,2024-03-19,26.14,24.55,25.940000000000005,26.511000000000003
810,2024-03-20,25.69,26.14,25.822000000000003,26.107999999999997
811,2024-03-21,26.39,25.69,25.818,26.218
812,2024-03-22,27.89,26.39,26.131999999999998,26.32
813,2024-03-23,27.48,27.89,26.718,26.394
814,2024-03-24,31.36,27.48,27.762,26.851
815,2024-03-25,27.58,31.36,28.140000000000004,26.981
816,2024-03-26,28.74,27.58,28.609999999999996,27.214
817,2024-03-27,25.85,28.74,28.201999999999998,27.167
818,2024-03-28,25.06,25.85,27.718,27.218
819,2024-03-29,25.64,25.06,26.574,27.168
820,2024-03-30,29.18,25.64,26.894,27.517000000000003
821,2024-03-31,27.73,29.18,26.691999999999997,27.651
822,2024-04-01,26.650000000000002,27.73,26.851999999999997,27.526999999999997
823,2024-04-02,28.16,26.650000000000002,27.472,27.595
824,2024-04-03,35.65,28.16,29.474,28.024
825,2024-04-04,55.8,35.65,34.798,30.845999999999997
826,2024-04-05,56.980000000000004,55.8,40.647999999999996,33.67
827,2024-04-06,39.46,56.980000000000004,43.21,35.031000000000006
828,2024-04-07,29.02,39.46,43.382,35.42700000000001
829,2024-04-08,26.35,29.02,41.522000000000006,35.498
830,2024-04-09,29.94,26.35,36.35,35.574
831,2024-04-10,31.28,29.94,31.21,35.929
832,2024-04-11,31.32,31.28,29.582,36.396
833,2024-04-12,29.81,31.32,29.740000000000002,36.561
834,2024-04-13,44.32,29.81,33.334,37.428
835,2024-04-14,41.56,44.32,35.658,36.004000000000005
836,2024-04-15,27.74,41.56,34.95,33.08
837,2024-04-16,31.2,27.74,34.926,32.254000000000005
838,2024-04-17,39.57,31.2,36.878,33.309
839,2024-04-18,34.559999999999995,39.57,34.926,34.13
840,2024-04-19,36.61,34.559999999999995,33.93599999999999,34.797000000000004
841,2024-04-20,38.33,36.61,36.053999999999995,35.501999999999995
842,2024-04-21,46.41,38.33,39.096000000000004,37.011
843,2024-04-22,31.79,46.41,37.54,37.208999999999996
844,2024-04-23,34.17,31.79,37.461999999999996,36.194
845,2024-04-24,36.339999999999996,34.17,37.408,35.672000000000004
846,2024-04-25,36.18,36.339999999999996,36.977999999999994,36.516
847,2024-04-26,37.1,36.18,35.116,37.106
848,2024-04-27,41.95,37.1,37.148,37.344
849,2024-04-28,34.9,41.95,37.294,37.378
850,2024-04-29,34.37,34.9,36.9,37.153999999999996
851,2024-04-30,40.589999999999996,34.37,37.782,37.38
