date,关键词,日期_x,PC+移动端,PC端,移动端,日期_y,最高温,最低温,天气1,天气2,风向,风力,空气质量,质量等级
117,沙糖桔,20240125,937,150,787,2024-01-25 周四,-9.0,-24.0,2,2,5,2,133,3
118,沙糖桔,20240126,946,139,807,2024-01-26 周五,-10.0,-23.0,2,2,8,1,245,5
119,沙糖桔,20240127,914,93,821,2024-01-27 周六,-10.0,-23.0,2,1,6,1,305,6
120,沙糖桔,20240128,967,112,855,2024-01-28 周日,-7.0,-20.0,2,2,5,2,167,4
121,沙糖桔,20240129,1010,163,847,2024-01-29 周一,-14.0,-27.0,4,1,8,2,97,2
122,沙糖桔,20240130,982,137,845,2024-01-30 周二,-15.0,-23.0,2,8,2,2,97,2
123,沙糖桔,20240131,944,150,794,2024-01-31 周三,-16.0,-28.0,2,1,8,3,62,2
124,沙糖桔,20240201,1047,207,840,2024-02-01 周四,-16.0,-25.0,3,1,6,2,54,2
125,沙糖桔,20240202,996,148,848,2024-02-02 周五,-13.0,-28.0,2,1,6,1,102,3
126,沙糖桔,20240203,964,108,856,2024-02-03 周六,-11.0,-27.0,2,1,6,2,194,4
127,沙糖桔,20240204,1009,152,857,2024-02-04 周日,-10.0,-27.0,2,1,6,2,138,3
128,沙糖桔,20240205,977,108,869,2024-02-05 周一,-13.0,-24.0,2,2,2,2,174,4
129,沙糖桔,20240206,984,104,880,2024-02-06 周二,-9.0,-25.0,3,1,8,2,83,2
130,沙糖桔,20240207,1010,118,892,2024-02-07 周三,-7.0,-23.0,2,1,6,2,187,4
131,沙糖桔,20240208,1032,101,931,2024-02-08 周四,-5.0,-22.0,2,1,6,2,164,4
132,沙糖桔,20240209,951,66,885,2024-02-09 周五,-4.0,-18.0,2,2,5,1,188,4
133,沙糖桔,20240210,926,72,854,2024-02-10 周六,-6.0,-14.0,2,2,6,2,425,6
134,沙糖桔,20240211,930,78,852,2024-02-11 周日,-2.0,-12.0,2,1,6,2,125,3
135,沙糖桔,20240212,909,64,845,2024-02-12 周一,3.0,2.0,3,1,6,5,61,2
136,沙糖桔,20240213,881,66,815,2024-02-13 周二,5.0,-6.0,2,1,6,4,78,2
137,沙糖桔,20240214,869,83,786,2024-02-14 周三,-2.0,-17.0,3,1,8,3,28,1
138,沙糖桔,20240215,797,78,719,2024-02-15 周四,-7.0,-17.0,3,1,7,2,31,1
139,沙糖桔,20240216,816,93,723,2024-02-16 周五,1.0,-2.0,2,2,5,4,45,1
140,沙糖桔,20240217,804,87,717,2024-02-17 周六,5.0,3.0,2,2,6,4,46,1
141,沙糖桔,20240218,828,125,703,2024-02-18 周日,4.0,-11.0,10,8,6,3,35,1
142,沙糖桔,20240219,747,120,627,2024-02-19 周一,-9.0,-18.0,3,1,8,3,24,1
143,沙糖桔,20240220,650,99,551,2024-02-20 周二,-13.0,-23.0,3,1,7,3,27,1
144,沙糖桔,20240221,655,123,532,2024-02-21 周三,-10.0,-21.0,3,1,7,2,29,1
145,沙糖桔,20240222,658,104,554,2024-02-22 周四,-8.0,-19.0,3,1,7,2,35,1
146,沙糖桔,20240223,627,95,532,2024-02-23 周五,-4.0,-17.0,3,1,7,1,55,2
147,沙糖桔,20240224,629,80,549,2024-02-24 周六,-3.0,-14.0,2,2,6,1,88,2
148,沙糖桔,20240225,623,85,538,2024-02-25 周日,-2.0,-15.0,2,1,8,2,147,3
149,沙糖桔,20240226,547,102,445,2024-02-26 周一,-5.0,-18.0,3,1,8,2,32,1
150,沙糖桔,20240227,497,97,400,2024-02-27 周二,-4.0,-9.0,3,8,4,2,66,2
151,沙糖桔,20240228,492,106,386,2024-02-28 周三,-5.0,-15.0,3,2,8,2,54,2
152,沙糖桔,20240229,441,101,340,2024-02-29 周四,-6.0,-13.0,8,8,6,3,62,2
153,沙糖桔,20240301,401,87,314,2024-03-01 周五,-9.0,-17.0,3,1,8,3,31,1
154,沙糖桔,20240302,461,87,374,2024-03-02 周六,-8.0,-17.0,3,1,6,2,35,1
155,沙糖桔,20240303,432,70,362,2024-03-03 周日,-6.0,-16.0,3,1,7,2,45,1
156,沙糖桔,20240304,384,85,299,2024-03-04 周一,-3.0,-12.0,3,1,7,2,39,1
157,沙糖桔,20240305,408,101,307,2024-03-05 周二,-1.0,-14.0,3,1,7,2,46,1
158,沙糖桔,20240306,367,97,270,2024-03-06 周三,0.0,-14.0,3,1,6,2,46,1
159,沙糖桔,20240307,351,74,277,2024-03-07 周四,1.0,-11.0,4,2,6,1,60,2
160,沙糖桔,20240308,321,89,232,2024-03-08 周五,-3.0,-14.0,3,1,8,3,32,1
161,沙糖桔,20240309,305,66,239,2024-03-09 周六,1.0,-13.0,1,1,6,2,46,1
162,沙糖桔,20240310,373,78,295,2024-03-10 周日,4.0,-7.0,4,1,6,2,76,2
163,沙糖桔,20240311,323,78,245,2024-03-11 周一,3.0,-7.0,3,1,8,2,78,2
164,沙糖桔,20240312,340,85,255,2024-03-12 周二,4.0,-5.0,2,1,6,2,43,1
165,沙糖桔,20240313,317,83,234,2024-03-13 周三,6.0,-2.0,1,2,7,1,52,2
166,沙糖桔,20240314,332,93,239,2024-03-14 周四,8.0,0.0,2,2,6,2,43,1
167,沙糖桔,20240315,303,72,231,2024-03-15 周五,6.0,-5.0,2,2,8,4,42,1
168,沙糖桔,20240316,309,68,241,2024-03-16 周六,1.0,-6.0,10,8,3,3,30,1
169,沙糖桔,20240317,288,61,227,2024-03-17 周日,1.0,-8.0,1,1,8,3,25,1
170,沙糖桔,20240318,259,70,189,2024-03-18 周一,1.0,-8.0,2,1,2,2,29,1
171,沙糖桔,20240319,311,93,218,2024-03-19 周二,3.0,-7.0,3,2,7,1,38,1
172,沙糖桔,20240320,276,78,198,2024-03-20 周三,3.0,-8.0,2,1,8,2,30,1
173,沙糖桔,20240321,287,76,211,2024-03-21 周四,4.0,-5.0,1,1,4,2,47,1
174,沙糖桔,20240322,246,72,174,2024-03-22 周五,6.0,-3.0,2,7,4,3,41,1
175,沙糖桔,20240323,263,63,200,2024-03-23 周六,5.0,-6.0,7,1,6,3,56,2
176,沙糖桔,20240324,279,68,211,2024-03-24 周日,5.0,-5.0,1,1,7,2,28,1
177,沙糖桔,20240325,253,76,177,2024-03-25 周一,10.0,-3.0,2,1,8,1,37,1
178,沙糖桔,20240326,255,76,179,2024-03-26 周二,9.0,-2.0,4,1,4,2,72,2
179,沙糖桔,20240327,248,80,168,2024-03-27 周三,13.0,6.0,3,5,5,4,60,2
180,沙糖桔,20240328,251,70,181,2024-03-28 周四,8.0,-4.0,3,1,6,5,172,4
181,沙糖桔,20240329,259,80,179,2024-03-29 周五,3.0,-3.0,3,2,6,4,46,1
182,沙糖桔,20240330,233,63,170,2024-03-30 周六,2.0,-5.0,3,2,7,3,39,1
183,沙糖桔,20240331,182,0,182,2024-03-31 周日,1.0,-5.0,2,1,8,3,35,1
184,沙糖桔,20240401,244,83,161,2024-04-01 周一,5.0,-4.0,1,1,8,3,43,1
185,沙糖桔,20240402,248,72,176,2024-04-02 周二,10.0,-3.0,3,1,6,3,55,2
186,沙糖桔,20240403,242,74,168,2024-04-03 周三,10.0,-2.0,3,2,8,3,51,2
187,沙糖桔,20240404,219,64,155,2024-04-04 周四,11.0,0.0,1,1,8,3,42,1
188,沙糖桔,20240405,231,63,168,2024-04-05 周五,14.0,7.0,1,2,6,4,59,2
189,沙糖桔,20240406,254,70,184,2024-04-06 周六,15.0,-2.0,2,1,7,4,67,2
190,沙糖桔,20240407,228,64,164,2024-04-07 周日,13.0,-5.0,3,1,6,3,38,1
191,沙糖桔,20240408,225,64,161,2024-04-08 周一,2.0,-5.0,1,1,8,3,31,1
192,沙糖桔,20240409,221,64,157,2024-04-09 周二,10.0,-1.0,1,1,6,3,62,2
193,沙糖桔,20240410,236,70,166,2024-04-10 周三,16.0,5.0,2,1,6,3,166,4
194,沙糖桔,20240411,191,66,125,2024-04-11 周四,19.0,11.0,2,5,6,4,161,4
195,沙糖桔,20240412,259,70,189,2024-04-12 周五,23.0,12.0,5,2,6,4,112,3
196,沙糖桔,20240413,255,66,189,2024-04-13 周六,23.0,12.0,3,1,6,4,73,2
197,沙糖桔,20240414,230,70,160,2024-04-14 周日,24.0,14.0,2,2,6,5,74,2
198,沙糖桔,20240415,247,64,183,2024-04-15 周一,21.0,7.0,5,5,6,2,117,3
199,沙糖桔,20240416,231,63,168,2024-04-16 周二,13.0,2.0,3,1,8,3,53,2
200,沙糖桔,20240417,227,72,155,2024-04-17 周三,21.0,7.0,2,2,6,2,41,1
201,沙糖桔,20240418,248,85,163,2024-04-18 周四,19.0,2.0,3,1,8,3,54,2
202,沙糖桔,20240419,216,61,155,2024-04-19 周五,13.0,1.0,1,1,8,4,44,1
203,沙糖桔,20240420,224,57,167,2024-04-20 周六,16.0,3.0,3,2,4,3,131,3
204,沙糖桔,20240421,216,61,155,2024-04-21 周日,21.0,10.0,2,2,5,3,134,3
205,沙糖桔,20240422,227,64,163,2024-04-22 周一,22.0,8.0,2,5,5,4,155,4
206,沙糖桔,20240423,195,64,131,2024-04-23 周二,17.0,8.0,3,2,1,1,55,2
207,沙糖桔,20240424,213,66,147,2024-04-24 周三,19.0,10.0,3,2,6,3,61,2
208,沙糖桔,20240425,211,64,147,2024-04-25 周四,19.0,7.0,3,2,7,4,47,1
209,沙糖桔,20240426,207,68,139,2024-04-26 周五,17.0,8.0,3,2,8,3,37,1
210,沙糖桔,20240427,226,61,165,2024-04-27 周六,16.0,4.0,3,2,8,3,39,1
211,沙糖桔,20240428,197,74,123,2024-04-28 周日,13.0,2.0,3,1,1,3,48,1
212,沙糖桔,20240429,184,63,121,2024-04-29 周一,14.0,5.0,3,2,2,2,69,2
213,沙糖桔,20240430,208,57,151,2024-04-30 周二,18.0,7.0,3,1,6,2,68,2
32,小土豆,20231101,375,83,292,2023-11-01 周三,4.0,-1.0,3,2,1,1,45,1
33,小土豆,20231102,325,101,224,2023-11-02 周四,12.0,-4.0,4,2,6,2,72,2
34,小土豆,20231103,369,89,280,2023-11-03 周五,0.0,-9.0,2,1,8,3,31,1
35,小土豆,20231104,375,63,312,2023-11-04 周六,0.0,-3.0,3,2,2,3,36,1
36,小土豆,20231105,416,76,340,2023-11-05 周日,1.0,-3.0,3,7,2,3,42,1
37,小土豆,20231106,358,83,275,2023-11-06 周一,-2.0,-9.0,12,10,2,5,37,1
38,小土豆,20231107,368,91,277,2023-11-07 周二,-5.0,-17.0,8,2,7,2,29,1
39,小土豆,20231108,349,87,262,2023-11-08 周三,-5.0,-15.0,11,2,4,2,61,2
40,小土豆,20231109,377,89,288,2023-11-09 周四,-3.0,-18.0,8,1,6,2,60,2
41,小土豆,20231110,410,93,317,2023-11-10 周五,-5.0,-15.0,8,2,7,3,43,1
42,小土豆,20231111,408,70,338,2023-11-11 周六,-7.0,-15.0,8,1,6,2,53,2
