关键词,日期,省份,城市,PC+移动端,PC端,移动端
冰雪大世界,20231230,全国,全国,3248,399,2849
冰雪大世界,20231231,全国,全国,3495,532,2963
冰雪大世界,20240101,全国,全国,3069,490,2579
冰雪大世界,20240102,全国,全国,2829,914,1915
冰雪大世界,20240103,全国,全国,3583,985,2598
冰雪大世界,20240104,全国,全国,3927,1017,2910
冰雪大世界,20240105,全国,全国,5494,1067,4427
冰雪大世界,20240106,全国,全国,9699,704,8995
冰雪大世界,20240107,全国,全国,6540,602,5938
冰雪大世界,20240108,全国,全国,10539,986,9553
冰雪大世界,20240109,全国,全国,8943,902,8041
冰雪大世界,20240110,全国,全国,8537,875,7662
冰雪大世界,20240111,全国,全国,7235,883,6352
冰雪大世界,20240112,全国,全国,8274,822,7452
冰雪大世界,20240113,全国,全国,7028,395,6633
冰雪大世界,20240114,全国,全国,5234,436,4798
冰雪大世界,20240115,全国,全国,8112,870,7242
冰雪大世界,20240116,全国,全国,6507,794,5713
冰雪大世界,20240117,全国,全国,7152,741,6411
冰雪大世界,20240118,全国,全国,6943,575,6368
冰雪大世界,20240119,全国,全国,7017,578,6439
冰雪大世界,20240120,全国,全国,6494,332,6162
冰雪大世界,20240121,全国,全国,4357,349,4008
冰雪大世界,20240122,全国,全国,6527,582,5945
冰雪大世界,20240123,全国,全国,5460,572,4888
冰雪大世界,20240124,全国,全国,2491,478,2013
冰雪大世界,20240125,全国,全国,2318,515,1803
冰雪大世界,20240126,全国,全国,2122,403,1719
冰雪大世界,20240127,全国,全国,1840,262,1578
冰雪大世界,20240128,全国,全国,1753,247,1506
冰雪大世界,20240129,全国,全国,1820,419,1401
冰雪大世界,20240130,全国,全国,1785,433,1352
冰雪大世界,20240131,全国,全国,1623,330,1293
冰雪大世界,20240201,全国,全国,1578,386,1192
冰雪大世界,20240202,全国,全国,1501,310,1191
冰雪大世界,20240203,全国,全国,1438,209,1229
冰雪大世界,20240204,全国,全国,1695,378,1317
冰雪大世界,20240205,全国,全国,1556,318,1238
冰雪大世界,20240206,全国,全国,1529,276,1253
冰雪大世界,20240207,全国,全国,1447,251,1196
冰雪大世界,20240208,全国,全国,1487,220,1267
冰雪大世界,20240209,全国,全国,1184,157,1027
冰雪大世界,20240210,全国,全国,1526,168,1358
冰雪大世界,20240211,全国,全国,1891,146,1745
冰雪大世界,20240212,全国,全国,1927,154,1773
冰雪大世界,20240213,全国,全国,3253,307,2946
冰雪大世界,20240214,全国,全国,3310,296,3014
冰雪大世界,20240215,全国,全国,2417,315,2102
冰雪大世界,20240216,全国,全国,1742,228,1514
冰雪大世界,20240217,全国,全国,1416,225,1191
冰雪大世界,20240218,全国,全国,1364,354,1010
冰雪大世界,20240219,全国,全国,1353,383,970
冰雪大世界,20240220,全国,全国,1216,288,928
冰雪大世界,20240221,全国,全国,1180,271,909
冰雪大世界,20240222,全国,全国,1152,248,904
冰雪大世界,20240223,全国,全国,1156,274,882
冰雪大世界,20240224,全国,全国,1045,159,886
冰雪大世界,20240225,全国,全国,1075,188,887
冰雪大世界,20240226,全国,全国,1059,248,811
冰雪大世界,20240227,全国,全国,1022,226,796
冰雪大世界,20240228,全国,全国,1001,228,773
冰雪大世界,20240229,全国,全国,1072,257,815
冰雪大世界,20240301,全国,全国,708,202,506
冰雪大世界,20240302,全国,全国,635,144,491
冰雪大世界,20240303,全国,全国,723,158,565
冰雪大世界,20240304,全国,全国,594,201,393
冰雪大世界,20240305,全国,全国,607,193,414
冰雪大世界,20240306,全国,全国,584,186,398
冰雪大世界,20240307,全国,全国,607,233,374
冰雪大世界,20240308,全国,全国,469,110,359
冰雪大世界,20240309,全国,全国,494,120,374
冰雪大世界,20240310,全国,全国,580,112,468
冰雪大世界,20240311,全国,全国,542,182,360
冰雪大世界,20240312,全国,全国,534,188,346
冰雪大世界,20240313,全国,全国,617,190,427
冰雪大世界,20240314,全国,全国,592,180,412
冰雪大世界,20240315,全国,全国,479,159,320
冰雪大世界,20240316,全国,全国,548,133,415
冰雪大世界,20240317,全国,全国,622,123,499
冰雪大世界,20240318,全国,全国,540,179,361
冰雪大世界,20240319,全国,全国,470,179,291
冰雪大世界,20240320,全国,全国,454,163,291
冰雪大世界,20240321,全国,全国,489,219,270
冰雪大世界,20240322,全国,全国,396,150,246
冰雪大世界,20240323,全国,全国,360,97,263
冰雪大世界,20240324,全国,全国,439,106,333
冰雪大世界,20240325,全国,全国,385,125,260
冰雪大世界,20240326,全国,全国,416,139,277
冰雪大世界,20240327,全国,全国,447,137,310
冰雪大世界,20240328,全国,全国,466,161,305
冰雪大世界,20240329,全国,全国,394,131,263
冰雪大世界,20240330,全国,全国,413,142,271
冰雪大世界,20240331,全国,全国,433,110,323
冰雪大世界,20240401,全国,全国,407,150,257
冰雪大世界,20240402,全国,全国,370,142,228
冰雪大世界,20240403,全国,全国,360,125,235
冰雪大世界,20240404,全国,全国,406,91,315
冰雪大世界,20240405,全国,全国,387,93,294
冰雪大世界,20240406,全国,全国,388,110,278
冰雪大世界,20240407,全国,全国,425,148,277
冰雪大世界,20240408,全国,全国,385,146,239
冰雪大世界,20240409,全国,全国,352,121,231
冰雪大世界,20240410,全国,全国,370,118,252
冰雪大世界,20240411,全国,全国,364,152,212
冰雪大世界,20240412,全国,全国,340,91,249
冰雪大世界,20240413,全国,全国,299,87,212
冰雪大世界,20240414,全国,全国,365,101,264
冰雪大世界,20240415,全国,全国,367,110,257
冰雪大世界,20240416,全国,全国,370,121,249
冰雪大世界,20240417,全国,全国,325,93,232
冰雪大世界,20240418,全国,全国,353,112,241
冰雪大世界,20240419,全国,全国,320,112,208
冰雪大世界,20240420,全国,全国,310,76,234
冰雪大世界,20240421,全国,全国,359,93,266
冰雪大世界,20240422,全国,全国,319,118,201
冰雪大世界,20240423,全国,全国,337,129,208
冰雪大世界,20240424,全国,全国,318,118,200
冰雪大世界,20240425,全国,全国,320,108,212
冰雪大世界,20240426,全国,全国,320,127,193
冰雪大世界,20240427,全国,全国,373,95,278
冰雪大世界,20240428,全国,全国,350,112,238
冰雪大世界,20240429,全国,全国,307,112,195
冰雪大世界,20240430,全国,全国,382,129,253
