日期,景点,省份,市,客流指数
2022-12-31,古梨园,黑龙江省,哈尔滨市,0.31
2022-12-31,波塞冬旅游度假区,黑龙江省,哈尔滨市,0.29
2022-12-31,侵华日军第七三一部队遗址,黑龙江省,哈尔滨市,0.27
2022-12-31,北方森林动物园,黑龙江省,哈尔滨市,0.23
2022-12-31,东北虎林园,黑龙江省,哈尔滨市,0.22
2022-12-31,萧红故居,黑龙江省,哈尔滨市,0.19
2022-12-31,哈尔滨伏尔加庄园,黑龙江省,哈尔滨市,0.12
2022-12-31,香炉山国家森林公园,黑龙江省,哈尔滨市,0.01
2023-1-1,斯大林公园,黑龙江省,哈尔滨市,4.51
2023-1-1,哈尔滨市人民防洪胜利纪念塔,黑龙江省,哈尔滨市,2.54
2023-1-1,中华巴洛克,黑龙江省,哈尔滨市,2.14
2023-1-1,金龙山国际旅游度假区,黑龙江省,哈尔滨市,1.74
2023-1-1,圣索菲亚教堂,黑龙江省,哈尔滨市,1.45
2023-1-1,儿童公园,黑龙江省,哈尔滨市,1.13
2023-1-1,哈尔滨极地馆,黑龙江省,哈尔滨市,0.63
2023-1-1,二龙山风景区,黑龙江省,哈尔滨市,0.59
2023-1-1,龙塔,黑龙江省,哈尔滨市,0.39
2023-1-1,哈尔滨文化公园,黑龙江省,哈尔滨市,0.37
2023-1-1,黑龙江省博物馆,黑龙江省,哈尔滨市,0.36
2023-1-1,群力丁香公园,黑龙江省,哈尔滨市,0.36
2023-1-1,古梨园,黑龙江省,哈尔滨市,0.3
2023-1-1,侵华日军第七三一部队遗址,黑龙江省,哈尔滨市,0.26
2023-1-1,北方森林动物园,黑龙江省,哈尔滨市,0.22
2023-1-1,东北虎林园,黑龙江省,哈尔滨市,0.22
2023-1-1,波塞冬旅游度假区,黑龙江省,哈尔滨市,0.21
2023-1-1,萧红故居,黑龙江省,哈尔滨市,0.18
2023-1-1,哈尔滨伏尔加庄园,黑龙江省,哈尔滨市,0.12
2023-1-1,香炉山国家森林公园,黑龙江省,哈尔滨市,0.01
2023-1-2,斯大林公园,黑龙江省,哈尔滨市,2.7
2023-1-2,中华巴洛克,黑龙江省,哈尔滨市,2.09
2023-1-2,金龙山国际旅游度假区,黑龙江省,哈尔滨市,1.71
2023-1-2,哈尔滨市人民防洪胜利纪念塔,黑龙江省,哈尔滨市,1.41
2023-1-2,圣索菲亚教堂,黑龙江省,哈尔滨市,1.22
2023-1-2,儿童公园,黑龙江省,哈尔滨市,1.11
2023-1-2,二龙山风景区,黑龙江省,哈尔滨市,0.57
2023-1-2,哈尔滨极地馆,黑龙江省,哈尔滨市,0.51
2023-1-2,龙塔,黑龙江省,哈尔滨市,0.43
2023-1-2,黑龙江省博物馆,黑龙江省,哈尔滨市,0.36
2023-1-2,哈尔滨文化公园,黑龙江省,哈尔滨市,0.36
2023-1-2,群力丁香公园,黑龙江省,哈尔滨市,0.34
2023-1-2,古梨园,黑龙江省,哈尔滨市,0.31
2023-1-2,波塞冬旅游度假区,黑龙江省,哈尔滨市,0.27
2023-1-2,侵华日军第七三一部队遗址,黑龙江省,哈尔滨市,0.26
2023-1-2,北方森林动物园,黑龙江省,哈尔滨市,0.23
2023-1-2,东北虎林园,黑龙江省,哈尔滨市,0.22
2023-1-2,萧红故居,黑龙江省,哈尔滨市,0.19
2023-1-2,哈尔滨伏尔加庄园,黑龙江省,哈尔滨市,0.14
2023-1-2,香炉山国家森林公园,黑龙江省,哈尔滨市,0.01
2023-1-3,中华巴洛克,黑龙江省,哈尔滨市,2.19
2023-1-3,斯大林公园,黑龙江省,哈尔滨市,2.06
2023-1-3,金龙山国际旅游度假区,黑龙江省,哈尔滨市,1.68
2023-1-3,儿童公园,黑龙江省,哈尔滨市,1.18
2023-1-3,圣索菲亚教堂,黑龙江省,哈尔滨市,1.08
2023-1-3,哈尔滨市人民防洪胜利纪念塔,黑龙江省,哈尔滨市,1.02
2023-1-3,龙塔,黑龙江省,哈尔滨市,0.61
2023-1-3,二龙山风景区,黑龙江省,哈尔滨市,0.57
2023-1-3,群力丁香公园,黑龙江省,哈尔滨市,0.42
2023-1-3,黑龙江省博物馆,黑龙江省,哈尔滨市,0.4
2023-1-3,哈尔滨文化公园,黑龙江省,哈尔滨市,0.39
2023-1-3,哈尔滨极地馆,黑龙江省,哈尔滨市,0.33
2023-1-3,古梨园,黑龙江省,哈尔滨市,0.3
2023-1-3,波塞冬旅游度假区,黑龙江省,哈尔滨市,0.29
2023-1-3,侵华日军第七三一部队遗址,黑龙江省,哈尔滨市,0.29
2023-1-3,东北虎林园,黑龙江省,哈尔滨市,0.23
2023-1-3,北方森林动物园,黑龙江省,哈尔滨市,0.22
2023-1-3,萧红故居,黑龙江省,哈尔滨市,0.18
2023-1-3,哈尔滨伏尔加庄园,黑龙江省,哈尔滨市,0.14
2023-1-3,香炉山国家森林公园,黑龙江省,哈尔滨市,0.01
2023-1-4,中华巴洛克,黑龙江省,哈尔滨市,2.26
2023-1-4,斯大林公园,黑龙江省,哈尔滨市,2.19
2023-1-4,金龙山国际旅游度假区,黑龙江省,哈尔滨市,1.77
2023-1-4,儿童公园,黑龙江省,哈尔滨市,1.19
2023-1-4,圣索菲亚教堂,黑龙江省,哈尔滨市,1.16
2023-1-4,哈尔滨市人民防洪胜利纪念塔,黑龙江省,哈尔滨市,1.11
2023-1-4,龙塔,黑龙江省,哈尔滨市,0.63
2023-1-4,二龙山风景区,黑龙江省,哈尔滨市,0.58
2023-1-4,黑龙江省博物馆,黑龙江省,哈尔滨市,0.43
2023-1-4,群力丁香公园,黑龙江省,哈尔滨市,0.41
2023-1-4,哈尔滨文化公园,黑龙江省,哈尔滨市,0.38
2023-1-4,哈尔滨极地馆,黑龙江省,哈尔滨市,0.34
2023-1-4,古梨园,黑龙江省,哈尔滨市,0.33
2023-1-4,侵华日军第七三一部队遗址,黑龙江省,哈尔滨市,0.29
2023-1-4,波塞冬旅游度假区,黑龙江省,哈尔滨市,0.27
2023-1-4,东北虎林园,黑龙江省,哈尔滨市,0.25
2023-1-4,北方森林动物园,黑龙江省,哈尔滨市,0.23
2023-1-4,萧红故居,黑龙江省,哈尔滨市,0.18
2023-1-4,哈尔滨伏尔加庄园,黑龙江省,哈尔滨市,0.15
2023-1-4,香炉山国家森林公园,黑龙江省,哈尔滨市,0.01
2023-1-5,斯大林公园,黑龙江省,哈尔滨市,2.64
2023-1-5,中华巴洛克,黑龙江省,哈尔滨市,2.32
2023-1-5,金龙山国际旅游度假区,黑龙江省,哈尔滨市,1.75
2023-1-5,哈尔滨市人民防洪胜利纪念塔,黑龙江省,哈尔滨市,1.38
2023-1-5,圣索菲亚教堂,黑龙江省,哈尔滨市,1.27
2023-1-5,儿童公园,黑龙江省,哈尔滨市,1.22
2023-1-5,龙塔,黑龙江省,哈尔滨市,0.66
2023-1-5,二龙山风景区,黑龙江省,哈尔滨市,0.61
2023-1-5,哈尔滨文化公园,黑龙江省,哈尔滨市,0.52
2023-1-5,黑龙江省博物馆,黑龙江省,哈尔滨市,0.45
2023-1-5,群力丁香公园,黑龙江省,哈尔滨市,0.42
2023-1-5,东北虎林园,黑龙江省,哈尔滨市,0.39
2023-1-5,哈尔滨极地馆,黑龙江省,哈尔滨市,0.38
2023-1-5,古梨园,黑龙江省,哈尔滨市,0.33
2023-1-5,侵华日军第七三一部队遗址,黑龙江省,哈尔滨市,0.3
2023-1-5,波塞冬旅游度假区,黑龙江省,哈尔滨市,0.25
2023-1-5,北方森林动物园,黑龙江省,哈尔滨市,0.24
2023-1-5,萧红故居,黑龙江省,哈尔滨市,0.19
2023-1-5,哈尔滨伏尔加庄园,黑龙江省,哈尔滨市,0.17
2023-1-5,香炉山国家森林公园,黑龙江省,哈尔滨市,0.01
2023-1-6,中华巴洛克,黑龙江省,哈尔滨市,2.36
2023-1-6,斯大林公园,黑龙江省,哈尔滨市,2.24
2023-1-6,金龙山国际旅游度假区,黑龙江省,哈尔滨市,1.83
2023-1-6,圣索菲亚教堂,黑龙江省,哈尔滨市,1.3
2023-1-6,儿童公园,黑龙江省,哈尔滨市,1.18
2023-1-6,哈尔滨市人民防洪胜利纪念塔,黑龙江省,哈尔滨市,1.17
2023-1-6,龙塔,黑龙江省,哈尔滨市,0.66
2023-1-6,二龙山风景区,黑龙江省,哈尔滨市,0.6
2023-1-6,黑龙江省博物馆,黑龙江省,哈尔滨市,0.48
2023-1-6,群力丁香公园,黑龙江省,哈尔滨市,0.45
2023-1-6,哈尔滨文化公园,黑龙江省,哈尔滨市,0.38
2023-1-6,哈尔滨极地馆,黑龙江省,哈尔滨市,0.38
2023-1-6,东北虎林园,黑龙江省,哈尔滨市,0.34
2023-1-6,古梨园,黑龙江省,哈尔滨市,0.32
2023-1-6,侵华日军第七三一部队遗址,黑龙江省,哈尔滨市,0.29
2023-1-6,北方森林动物园,黑龙江省,哈尔滨市,0.27
2023-1-6,波塞冬旅游度假区,黑龙江省,哈尔滨市,0.27
2023-1-6,萧红故居,黑龙江省,哈尔滨市,0.2
2023-1-6,哈尔滨伏尔加庄园,黑龙江省,哈尔滨市,0.18
2023-1-6,香炉山国家森林公园,黑龙江省,哈尔滨市,0.01
2023-1-7,斯大林公园,黑龙江省,哈尔滨市,2.9
2023-1-7,中华巴洛克,黑龙江省,哈尔滨市,2.41
2023-1-7,金龙山国际旅游度假区,黑龙江省,哈尔滨市,1.83
2023-1-7,哈尔滨市人民防洪胜利纪念塔,黑龙江省,哈尔滨市,1.56
2023-1-7,圣索菲亚教堂,黑龙江省,哈尔滨市,1.52
2023-1-7,儿童公园,黑龙江省,哈尔滨市,1.16
2023-1-7,二龙山风景区,黑龙江省,哈尔滨市,0.77
2023-1-7,哈尔滨极地馆,黑龙江省,哈尔滨市,0.54
2023-1-7,龙塔,黑龙江省,哈尔滨市,0.53
2023-1-7,黑龙江省博物馆,黑龙江省,哈尔滨市,0.44
2023-1-7,东北虎林园,黑龙江省,哈尔滨市,0.44
2023-1-7,哈尔滨文化公园,黑龙江省,哈尔滨市,0.43
2023-1-7,群力丁香公园,黑龙江省,哈尔滨市,0.41
2023-1-7,古梨园,黑龙江省,哈尔滨市,0.32
2023-1-7,侵华日军第七三一部队遗址,黑龙江省,哈尔滨市,0.28
2023-1-7,波塞冬旅游度假区,黑龙江省,哈尔滨市,0.28
2023-1-7,北方森林动物园,黑龙江省,哈尔滨市,0.26
2023-1-7,哈尔滨伏尔加庄园,黑龙江省,哈尔滨市,0.22
2023-1-7,萧红故居,黑龙江省,哈尔滨市,0.18
2023-1-7,香炉山国家森林公园,黑龙江省,哈尔滨市,0.01
2023-1-8,斯大林公园,黑龙江省,哈尔滨市,3.34
2023-1-8,中华巴洛克,黑龙江省,哈尔滨市,2.41
2023-1-8,哈尔滨市人民防洪胜利纪念塔,黑龙江省,哈尔滨市,1.83
2023-1-8,圣索菲亚教堂,黑龙江省,哈尔滨市,1.82
2023-1-8,金龙山国际旅游度假区,黑龙江省,哈尔滨市,1.81
2023-1-8,儿童公园,黑龙江省,哈尔滨市,1.19
2023-1-8,二龙山风景区,黑龙江省,哈尔滨市,0.64
2023-1-8,哈尔滨极地馆,黑龙江省,哈尔滨市,0.59
2023-1-8,龙塔,黑龙江省,哈尔滨市,0.57
2023-1-8,黑龙江省博物馆,黑龙江省,哈尔滨市,0.47
2023-1-8,东北虎林园,黑龙江省,哈尔滨市,0.43
2023-1-8,哈尔滨文化公园,黑龙江省,哈尔滨市,0.42
2023-1-8,群力丁香公园,黑龙江省,哈尔滨市,0.42
2023-1-8,古梨园,黑龙江省,哈尔滨市,0.31
2023-1-8,波塞冬旅游度假区,黑龙江省,哈尔滨市,0.3
2023-1-8,侵华日军第七三一部队遗址,黑龙江省,哈尔滨市,0.29
2023-1-8,北方森林动物园,黑龙江省,哈尔滨市,0.27
2023-1-8,哈尔滨伏尔加庄园,黑龙江省,哈尔滨市,0.22
2023-1-8,萧红故居,黑龙江省,哈尔滨市,0.19
2023-1-8,香炉山国家森林公园,黑龙江省,哈尔滨市,0.01
2023-1-9,斯大林公园,黑龙江省,哈尔滨市,2.62
2023-1-9,中华巴洛克,黑龙江省,哈尔滨市,2.28
2023-1-9,金龙山国际旅游度假区,黑龙江省,哈尔滨市,1.74
2023-1-9,圣索菲亚教堂,黑龙江省,哈尔滨市,1.54
2023-1-9,哈尔滨市人民防洪胜利纪念塔,黑龙江省,哈尔滨市,1.37
2023-1-9,儿童公园,黑龙江省,哈尔滨市,1.27
2023-1-9,龙塔,黑龙江省,哈尔滨市,0.8
2023-1-9,二龙山风景区,黑龙江省,哈尔滨市,0.62
2023-1-9,黑龙江省博物馆,黑龙江省,哈尔滨市,0.5
2023-1-9,群力丁香公园,黑龙江省,哈尔滨市,0.49
2023-1-9,哈尔滨极地馆,黑龙江省,哈尔滨市,0.43
2023-1-9,哈尔滨文化公园,黑龙江省,哈尔滨市,0.39
2023-1-9,古梨园,黑龙江省,哈尔滨市,0.33
2023-1-9,波塞冬旅游度假区,黑龙江省,哈尔滨市,0.31
2023-1-9,东北虎林园,黑龙江省,哈尔滨市,0.3
2023-1-9,北方森林动物园,黑龙江省,哈尔滨市,0.25
2023-1-9,侵华日军第七三一部队遗址,黑龙江省,哈尔滨市,0.24
2023-1-9,萧红故居,黑龙江省,哈尔滨市,0.19
2023-1-9,哈尔滨伏尔加庄园,黑龙江省,哈尔滨市,0.19
2023-1-9,香炉山国家森林公园,黑龙江省,哈尔滨市,0.01
2023-1-10,斯大林公园,黑龙江省,哈尔滨市,3.14
2023-1-10,中华巴洛克,黑龙江省,哈尔滨市,2.38
2023-1-10,金龙山国际旅游度假区,黑龙江省,哈尔滨市,1.8
2023-1-10,圣索菲亚教堂,黑龙江省,哈尔滨市,1.72
2023-1-10,哈尔滨市人民防洪胜利纪念塔,黑龙江省,哈尔滨市,1.68
2023-1-10,儿童公园,黑龙江省,哈尔滨市,1.24
2023-1-10,龙塔,黑龙江省,哈尔滨市,0.83
2023-1-10,二龙山风景区,黑龙江省,哈尔滨市,0.67
2023-1-10,黑龙江省博物馆,黑龙江省,哈尔滨市,0.5
2023-1-10,群力丁香公园,黑龙江省,哈尔滨市,0.48
2023-1-10,哈尔滨文化公园,黑龙江省,哈尔滨市,0.47
2023-1-10,哈尔滨极地馆,黑龙江省,哈尔滨市,0.46
2023-1-10,古梨园,黑龙江省,哈尔滨市,0.34
2023-1-10,侵华日军第七三一部队遗址,黑龙江省,哈尔滨市,0.32
2023-1-10,东北虎林园,黑龙江省,哈尔滨市,0.3
2023-1-10,北方森林动物园,黑龙江省,哈尔滨市,0.28
2023-1-10,波塞冬旅游度假区,黑龙江省,哈尔滨市,0.27
2023-1-10,哈尔滨伏尔加庄园,黑龙江省,哈尔滨市,0.25
2023-1-10,萧红故居,黑龙江省,哈尔滨市,0.19
2023-1-10,香炉山国家森林公园,黑龙江省,哈尔滨市,0.01
2023-1-11,斯大林公园,黑龙江省,哈尔滨市,4.04
2023-1-11,中华巴洛克,黑龙江省,哈尔滨市,2.42
2023-1-11,哈尔滨市人民防洪胜利纪念塔,黑龙江省,哈尔滨市,2.27
2023-1-11,圣索菲亚教堂,黑龙江省,哈尔滨市,1.94
2023-1-11,金龙山国际旅游度假区,黑龙江省,哈尔滨市,1.83
2023-1-11,儿童公园,黑龙江省,哈尔滨市,1.29
2023-1-11,龙塔,黑龙江省,哈尔滨市,0.95
2023-1-11,二龙山风景区,黑龙江省,哈尔滨市,0.68
2023-1-11,哈尔滨极地馆,黑龙江省,哈尔滨市,0.58
2023-1-11,黑龙江省博物馆,黑龙江省,哈尔滨市,0.54
2023-1-11,群力丁香公园,黑龙江省,哈尔滨市,0.51
2023-1-11,哈尔滨文化公园,黑龙江省,哈尔滨市,0.39
2023-1-11,古梨园,黑龙江省,哈尔滨市,0.38
2023-1-11,东北虎林园,黑龙江省,哈尔滨市,0.33
2023-1-11,侵华日军第七三一部队遗址,黑龙江省,哈尔滨市,0.3
2023-1-11,北方森林动物园,黑龙江省,哈尔滨市,0.3
2023-1-11,波塞冬旅游度假区,黑龙江省,哈尔滨市,0.26
2023-1-11,哈尔滨伏尔加庄园,黑龙江省,哈尔滨市,0.26
2023-1-11,萧红故居,黑龙江省,哈尔滨市,0.2
2023-1-11,香炉山国家森林公园,黑龙江省,哈尔滨市,0.01
2023-1-12,斯大林公园,黑龙江省,哈尔滨市,4.58
2023-1-12,哈尔滨市人民防洪胜利纪念塔,黑龙江省,哈尔滨市,2.58
2023-1-12,中华巴洛克,黑龙江省,哈尔滨市,2.37
2023-1-12,圣索菲亚教堂,黑龙江省,哈尔滨市,2.07
2023-1-12,金龙山国际旅游度假区,黑龙江省,哈尔滨市,1.84
2023-1-12,儿童公园,黑龙江省,哈尔滨市,1.32
2023-1-12,龙塔,黑龙江省,哈尔滨市,0.79
2023-1-12,二龙山风景区,黑龙江省,哈尔滨市,0.74
2023-1-12,哈尔滨极地馆,黑龙江省,哈尔滨市,0.64
2023-1-12,黑龙江省博物馆,黑龙江省,哈尔滨市,0.59
2023-1-12,群力丁香公园,黑龙江省,哈尔滨市,0.53
2023-1-12,哈尔滨文化公园,黑龙江省,哈尔滨市,0.42
2023-1-12,古梨园,黑龙江省,哈尔滨市,0.39
2023-1-12,侵华日军第七三一部队遗址,黑龙江省,哈尔滨市,0.35
2023-1-12,东北虎林园,黑龙江省,哈尔滨市,0.33
2023-1-12,北方森林动物园,黑龙江省,哈尔滨市,0.32
2023-1-12,波塞冬旅游度假区,黑龙江省,哈尔滨市,0.26
2023-1-12,哈尔滨伏尔加庄园,黑龙江省,哈尔滨市,0.25
2023-1-12,萧红故居,黑龙江省,哈尔滨市,0.19
2023-1-12,香炉山国家森林公园,黑龙江省,哈尔滨市,0.01
2023-1-13,斯大林公园,黑龙江省,哈尔滨市,2.55
2023-1-13,中华巴洛克,黑龙江省,哈尔滨市,2.42
2023-1-13,金龙山国际旅游度假区,黑龙江省,哈尔滨市,1.9
2023-1-13,圣索菲亚教堂,黑龙江省,哈尔滨市,1.76
2023-1-13,哈尔滨市人民防洪胜利纪念塔,黑龙江省,哈尔滨市,1.35
2023-1-13,儿童公园,黑龙江省,哈尔滨市,1.28
2023-1-13,龙塔,黑龙江省,哈尔滨市,0.83
2023-1-13,二龙山风景区,黑龙江省,哈尔滨市,0.72
2023-1-13,哈尔滨极地馆,黑龙江省,哈尔滨市,0.62
2023-1-13,黑龙江省博物馆,黑龙江省,哈尔滨市,0.55
2023-1-13,群力丁香公园,黑龙江省,哈尔滨市,0.52
2023-1-13,哈尔滨文化公园,黑龙江省,哈尔滨市,0.37
2023-1-13,东北虎林园,黑龙江省,哈尔滨市,0.37
2023-1-13,古梨园,黑龙江省,哈尔滨市,0.36
2023-1-13,侵华日军第七三一部队遗址,黑龙江省,哈尔滨市,0.32
2023-1-13,北方森林动物园,黑龙江省,哈尔滨市,0.31
2023-1-13,波塞冬旅游度假区,黑龙江省,哈尔滨市,0.26
2023-1-13,哈尔滨伏尔加庄园,黑龙江省,哈尔滨市,0.25
2023-1-13,萧红故居,黑龙江省,哈尔滨市,0.21
2023-1-13,香炉山国家森林公园,黑龙江省,哈尔滨市,0.01
2023-1-14,斯大林公园,黑龙江省,哈尔滨市,3.21
2023-1-14,中华巴洛克,黑龙江省,哈尔滨市,2.26
2023-1-14,金龙山国际旅游度假区,黑龙江省,哈尔滨市,1.96
2023-1-14,圣索菲亚教堂,黑龙江省,哈尔滨市,1.89
2023-1-14,哈尔滨市人民防洪胜利纪念塔,黑龙江省,哈尔滨市,1.79
2023-1-14,儿童公园,黑龙江省,哈尔滨市,1.24
2023-1-14,哈尔滨极地馆,黑龙江省,哈尔滨市,0.97
2023-1-14,二龙山风景区,黑龙江省,哈尔滨市,0.65
2023-1-14,龙塔,黑龙江省,哈尔滨市,0.57
2023-1-14,黑龙江省博物馆,黑龙江省,哈尔滨市,0.48
2023-1-14,群力丁香公园,黑龙江省,哈尔滨市,0.43
2023-1-14,东北虎林园,黑龙江省,哈尔滨市,0.38
2023-1-14,古梨园,黑龙江省,哈尔滨市,0.35
2023-1-14,哈尔滨文化公园,黑龙江省,哈尔滨市,0.34
2023-1-14,波塞冬旅游度假区,黑龙江省,哈尔滨市,0.3
2023-1-14,侵华日军第七三一部队遗址,黑龙江省,哈尔滨市,0.3
2023-1-14,北方森林动物园,黑龙江省,哈尔滨市,0.28
2023-1-14,哈尔滨伏尔加庄园,黑龙江省,哈尔滨市,0.25
2023-1-14,萧红故居,黑龙江省,哈尔滨市,0.19
2023-1-14,香炉山国家森林公园,黑龙江省,哈尔滨市,0.01
2023-1-15,斯大林公园,黑龙江省,哈尔滨市,3.32
2023-1-15,中华巴洛克,黑龙江省,哈尔滨市,2.35
2023-1-15,圣索菲亚教堂,黑龙江省,哈尔滨市,2.15
2023-1-15,金龙山国际旅游度假区,黑龙江省,哈尔滨市,1.89
2023-1-15,哈尔滨市人民防洪胜利纪念塔,黑龙江省,哈尔滨市,1.78
2023-1-15,儿童公园,黑龙江省,哈尔滨市,1.18
2023-1-15,哈尔滨极地馆,黑龙江省,哈尔滨市,1.04
2023-1-15,二龙山风景区,黑龙江省,哈尔滨市,0.72
2023-1-15,龙塔,黑龙江省,哈尔滨市,0.61
2023-1-15,黑龙江省博物馆,黑龙江省,哈尔滨市,0.51
2023-1-15,群力丁香公园,黑龙江省,哈尔滨市,0.45
2023-1-15,东北虎林园,黑龙江省,哈尔滨市,0.39
2023-1-15,古梨园,黑龙江省,哈尔滨市,0.35
2023-1-15,哈尔滨文化公园,黑龙江省,哈尔滨市,0.33
2023-1-15,波塞冬旅游度假区,黑龙江省,哈尔滨市,0.33
2023-1-15,侵华日军第七三一部队遗址,黑龙江省,哈尔滨市,0.3
2023-1-15,哈尔滨伏尔加庄园,黑龙江省,哈尔滨市,0.3
2023-1-15,北方森林动物园,黑龙江省,哈尔滨市,0.29
2023-1-15,萧红故居,黑龙江省,哈尔滨市,0.2
2023-1-15,香炉山国家森林公园,黑龙江省,哈尔滨市,0.01
2023-1-16,斯大林公园,黑龙江省,哈尔滨市,3.12
2023-1-16,中华巴洛克,黑龙江省,哈尔滨市,2.24
2023-1-16,圣索菲亚教堂,黑龙江省,哈尔滨市,2.03
2023-1-16,金龙山国际旅游度假区,黑龙江省,哈尔滨市,1.99
2023-1-16,哈尔滨市人民防洪胜利纪念塔,黑龙江省,哈尔滨市,1.69
2023-1-16,儿童公园,黑龙江省,哈尔滨市,1.28
2023-1-16,龙塔,黑龙江省,哈尔滨市,0.89
2023-1-16,哈尔滨极地馆,黑龙江省,哈尔滨市,0.73
2023-1-16,二龙山风景区,黑龙江省,哈尔滨市,0.63
2023-1-16,黑龙江省博物馆,黑龙江省,哈尔滨市,0.56
2023-1-16,群力丁香公园,黑龙江省,哈尔滨市,0.49
2023-1-16,古梨园,黑龙江省,哈尔滨市,0.4
2023-1-16,哈尔滨文化公园,黑龙江省,哈尔滨市,0.37
2023-1-16,东北虎林园,黑龙江省,哈尔滨市,0.35
2023-1-16,波塞冬旅游度假区,黑龙江省,哈尔滨市,0.33
2023-1-16,哈尔滨伏尔加庄园,黑龙江省,哈尔滨市,0.29
2023-1-16,北方森林动物园,黑龙江省,哈尔滨市,0.28
2023-1-16,侵华日军第七三一部队遗址,黑龙江省,哈尔滨市,0.25
2023-1-16,萧红故居,黑龙江省,哈尔滨市,0.21
2023-1-16,香炉山国家森林公园,黑龙江省,哈尔滨市,0.01
2023-1-17,斯大林公园,黑龙江省,哈尔滨市,3.29
2023-1-17,中华巴洛克,黑龙江省,哈尔滨市,2.15
2023-1-17,圣索菲亚教堂,黑龙江省,哈尔滨市,2.09
2023-1-17,金龙山国际旅游度假区,黑龙江省,哈尔滨市,2.04
2023-1-17,哈尔滨市人民防洪胜利纪念塔,黑龙江省,哈尔滨市,1.88
2023-1-17,儿童公园,黑龙江省,哈尔滨市,1.21
2023-1-17,龙塔,黑龙江省,哈尔滨市,0.81
2023-1-17,哈尔滨极地馆,黑龙江省,哈尔滨市,0.79
2023-1-17,二龙山风景区,黑龙江省,哈尔滨市,0.64
2023-1-17,黑龙江省博物馆,黑龙江省,哈尔滨市,0.59
2023-1-17,群力丁香公园,黑龙江省,哈尔滨市,0.48
2023-1-17,古梨园,黑龙江省,哈尔滨市,0.43
2023-1-17,东北虎林园,黑龙江省,哈尔滨市,0.35
2023-1-17,哈尔滨文化公园,黑龙江省,哈尔滨市,0.34
2023-1-17,波塞冬旅游度假区,黑龙江省,哈尔滨市,0.34
2023-1-17,哈尔滨伏尔加庄园,黑龙江省,哈尔滨市,0.33
2023-1-17,侵华日军第七三一部队遗址,黑龙江省,哈尔滨市,0.33
2023-1-17,北方森林动物园,黑龙江省,哈尔滨市,0.31
2023-1-17,萧红故居,黑龙江省,哈尔滨市,0.21
2023-1-17,香炉山国家森林公园,黑龙江省,哈尔滨市,0.01
2023-1-18,斯大林公园,黑龙江省,哈尔滨市,3.29
2023-1-18,中华巴洛克,黑龙江省,哈尔滨市,2.13
2023-1-18,金龙山国际旅游度假区,黑龙江省,哈尔滨市,2.07
2023-1-18,圣索菲亚教堂,黑龙江省,哈尔滨市,2.07
2023-1-18,哈尔滨市人民防洪胜利纪念塔,黑龙江省,哈尔滨市,1.77
2023-1-18,儿童公园,黑龙江省,哈尔滨市,1.25
2023-1-18,哈尔滨极地馆,黑龙江省,哈尔滨市,0.86
2023-1-18,龙塔,黑龙江省,哈尔滨市,0.76
2023-1-18,二龙山风景区,黑龙江省,哈尔滨市,0.67
2023-1-18,黑龙江省博物馆,黑龙江省,哈尔滨市,0.59
2023-1-18,群力丁香公园,黑龙江省,哈尔滨市,0.47
2023-1-18,古梨园,黑龙江省,哈尔滨市,0.47
2023-1-18,东北虎林园,黑龙江省,哈尔滨市,0.37
2023-1-18,哈尔滨文化公园,黑龙江省,哈尔滨市,0.35
2023-1-18,波塞冬旅游度假区,黑龙江省,哈尔滨市,0.34
2023-1-18,北方森林动物园,黑龙江省,哈尔滨市,0.33
2023-1-18,哈尔滨伏尔加庄园,黑龙江省,哈尔滨市,0.32
2023-1-18,侵华日军第七三一部队遗址,黑龙江省,哈尔滨市,0.31
2023-1-18,萧红故居,黑龙江省,哈尔滨市,0.22
2023-1-18,香炉山国家森林公园,黑龙江省,哈尔滨市,0.01
2023-1-19,斯大林公园,黑龙江省,哈尔滨市,3.11
2023-1-19,金龙山国际旅游度假区,黑龙江省,哈尔滨市,2.16
2023-1-19,圣索菲亚教堂,黑龙江省,哈尔滨市,2.01
2023-1-19,中华巴洛克,黑龙江省,哈尔滨市,1.96
2023-1-19,哈尔滨市人民防洪胜利纪念塔,黑龙江省,哈尔滨市,1.69
2023-1-19,儿童公园,黑龙江省,哈尔滨市,1.21
2023-1-19,哈尔滨极地馆,黑龙江省,哈尔滨市,0.79
2023-1-19,二龙山风景区,黑龙江省,哈尔滨市,0.72
2023-1-19,龙塔,黑龙江省,哈尔滨市,0.57
2023-1-19,黑龙江省博物馆,黑龙江省,哈尔滨市,0.55
2023-1-19,群力丁香公园,黑龙江省,哈尔滨市,0.49
2023-1-19,古梨园,黑龙江省,哈尔滨市,0.48
2023-1-19,东北虎林园,黑龙江省,哈尔滨市,0.37
2023-1-19,波塞冬旅游度假区,黑龙江省,哈尔滨市,0.35
2023-1-19,哈尔滨伏尔加庄园,黑龙江省,哈尔滨市,0.34
2023-1-19,哈尔滨文化公园,黑龙江省,哈尔滨市,0.33
2023-1-19,北方森林动物园,黑龙江省,哈尔滨市,0.33
2023-1-19,侵华日军第七三一部队遗址,黑龙江省,哈尔滨市,0.31
2023-1-19,萧红故居,黑龙江省,哈尔滨市,0.21
2023-1-19,香炉山国家森林公园,黑龙江省,哈尔滨市,0.01
