日期,景点,省份,市,客流指数
2023-12-26,儿童公园,黑龙江省,哈尔滨市,1.9
2023-12-26,金龙山国际旅游度假区,黑龙江省,哈尔滨市,1.45
2023-12-26,龙塔,黑龙江省,哈尔滨市,0.95
2023-12-26,侵华日军第七三一部队遗址,黑龙江省,哈尔滨市,0.88
2023-12-26,东北虎林园,黑龙江省,哈尔滨市,0.79
2023-12-26,群力丁香公园,黑龙江省,哈尔滨市,0.76
2023-12-26,哈尔滨极地馆,黑龙江省,哈尔滨市,0.71
2023-12-26,哈尔滨伏尔加庄园,黑龙江省,哈尔滨市,0.57
2023-12-26,哈尔滨文化公园,黑龙江省,哈尔滨市,0.56
2023-12-26,古梨园,黑龙江省,哈尔滨市,0.55
2023-12-26,黑龙江省博物馆,黑龙江省,哈尔滨市,0.47
2023-12-26,波塞冬旅游度假区,黑龙江省,哈尔滨市,0.41
2023-12-26,北方森林动物园,黑龙江省,哈尔滨市,0.31
2023-12-26,萧红故居,黑龙江省,哈尔滨市,0.23
2023-12-26,香炉山国家森林公园,黑龙江省,哈尔滨市,0.03
2023-12-27,斯大林公园,黑龙江省,哈尔滨市,5.23
2023-12-27,圣索菲亚教堂,黑龙江省,哈尔滨市,5.22
2023-12-27,中华巴洛克,黑龙江省,哈尔滨市,4.44
2023-12-27,二龙山风景区,黑龙江省,哈尔滨市,3.01
2023-12-27,哈尔滨市人民防洪胜利纪念塔,黑龙江省,哈尔滨市,2.65
2023-12-27,儿童公园,黑龙江省,哈尔滨市,1.76
2023-12-27,金龙山国际旅游度假区,黑龙江省,哈尔滨市,1.46
2023-12-27,龙塔,黑龙江省,哈尔滨市,0.95
2023-12-27,侵华日军第七三一部队遗址,黑龙江省,哈尔滨市,0.89
2023-12-27,哈尔滨极地馆,黑龙江省,哈尔滨市,0.77
2023-12-27,东北虎林园,黑龙江省,哈尔滨市,0.74
2023-12-27,群力丁香公园,黑龙江省,哈尔滨市,0.73
2023-12-27,波塞冬旅游度假区,黑龙江省,哈尔滨市,0.65
2023-12-27,哈尔滨文化公园,黑龙江省,哈尔滨市,0.61
2023-12-27,哈尔滨伏尔加庄园,黑龙江省,哈尔滨市,0.57
2023-12-27,古梨园,黑龙江省,哈尔滨市,0.53
2023-12-27,黑龙江省博物馆,黑龙江省,哈尔滨市,0.42
2023-12-27,北方森林动物园,黑龙江省,哈尔滨市,0.35
2023-12-27,萧红故居,黑龙江省,哈尔滨市,0.23
2023-12-27,香炉山国家森林公园,黑龙江省,哈尔滨市,0.04
2023-12-28,斯大林公园,黑龙江省,哈尔滨市,5.8
2023-12-28,圣索菲亚教堂,黑龙江省,哈尔滨市,5.55
2023-12-28,中华巴洛克,黑龙江省,哈尔滨市,4.45
2023-12-28,哈尔滨市人民防洪胜利纪念塔,黑龙江省,哈尔滨市,3.11
2023-12-28,二龙山风景区,黑龙江省,哈尔滨市,1.92
2023-12-28,儿童公园,黑龙江省,哈尔滨市,1.77
2023-12-28,金龙山国际旅游度假区,黑龙江省,哈尔滨市,1.4
2023-12-28,龙塔,黑龙江省,哈尔滨市,1.03
2023-12-28,侵华日军第七三一部队遗址,黑龙江省,哈尔滨市,0.85
2023-12-28,哈尔滨极地馆,黑龙江省,哈尔滨市,0.81
2023-12-28,东北虎林园,黑龙江省,哈尔滨市,0.81
2023-12-28,群力丁香公园,黑龙江省,哈尔滨市,0.76
2023-12-28,哈尔滨伏尔加庄园,黑龙江省,哈尔滨市,0.59
2023-12-28,哈尔滨文化公园,黑龙江省,哈尔滨市,0.57
2023-12-28,古梨园,黑龙江省,哈尔滨市,0.53
2023-12-28,黑龙江省博物馆,黑龙江省,哈尔滨市,0.45
2023-12-28,波塞冬旅游度假区,黑龙江省,哈尔滨市,0.38
2023-12-28,北方森林动物园,黑龙江省,哈尔滨市,0.33
2023-12-28,萧红故居,黑龙江省,哈尔滨市,0.23
2023-12-28,香炉山国家森林公园,黑龙江省,哈尔滨市,0.1
2023-12-29,斯大林公园,黑龙江省,哈尔滨市,7.41
2023-12-29,圣索菲亚教堂,黑龙江省,哈尔滨市,6.34
2023-12-29,中华巴洛克,黑龙江省,哈尔滨市,4.8
2023-12-29,哈尔滨市人民防洪胜利纪念塔,黑龙江省,哈尔滨市,4.02
2023-12-29,儿童公园,黑龙江省,哈尔滨市,1.89
2023-12-29,金龙山国际旅游度假区,黑龙江省,哈尔滨市,1.5
2023-12-29,二龙山风景区,黑龙江省,哈尔滨市,1.18
2023-12-29,侵华日军第七三一部队遗址,黑龙江省,哈尔滨市,0.97
2023-12-29,东北虎林园,黑龙江省,哈尔滨市,0.92
2023-12-29,龙塔,黑龙江省,哈尔滨市,0.9
2023-12-29,哈尔滨极地馆,黑龙江省,哈尔滨市,0.85
2023-12-29,群力丁香公园,黑龙江省,哈尔滨市,0.81
2023-12-29,哈尔滨伏尔加庄园,黑龙江省,哈尔滨市,0.71
2023-12-29,哈尔滨文化公园,黑龙江省,哈尔滨市,0.61
2023-12-29,古梨园,黑龙江省,哈尔滨市,0.58
2023-12-29,黑龙江省博物馆,黑龙江省,哈尔滨市,0.49
2023-12-29,波塞冬旅游度假区,黑龙江省,哈尔滨市,0.42
2023-12-29,北方森林动物园,黑龙江省,哈尔滨市,0.38
2023-12-29,萧红故居,黑龙江省,哈尔滨市,0.25
2023-12-29,香炉山国家森林公园,黑龙江省,哈尔滨市,0.15
2023-12-30,斯大林公园,黑龙江省,哈尔滨市,8.69
2023-12-30,圣索菲亚教堂,黑龙江省,哈尔滨市,8.51
2023-12-30,中华巴洛克,黑龙江省,哈尔滨市,5.76
2023-12-30,哈尔滨市人民防洪胜利纪念塔,黑龙江省,哈尔滨市,4.84
2023-12-30,儿童公园,黑龙江省,哈尔滨市,1.75
2023-12-30,金龙山国际旅游度假区,黑龙江省,哈尔滨市,1.58
2023-12-30,哈尔滨极地馆,黑龙江省,哈尔滨市,1.35
2023-12-30,东北虎林园,黑龙江省,哈尔滨市,1.18
2023-12-30,侵华日军第七三一部队遗址,黑龙江省,哈尔滨市,1.17
2023-12-30,龙塔,黑龙江省,哈尔滨市,0.92
2023-12-30,二龙山风景区,黑龙江省,哈尔滨市,0.92
2023-12-30,哈尔滨伏尔加庄园,黑龙江省,哈尔滨市,0.82
2023-12-30,群力丁香公园,黑龙江省,哈尔滨市,0.79
2023-12-30,哈尔滨文化公园,黑龙江省,哈尔滨市,0.65
2023-12-30,古梨园,黑龙江省,哈尔滨市,0.53
2023-12-30,黑龙江省博物馆,黑龙江省,哈尔滨市,0.52
2023-12-30,波塞冬旅游度假区,黑龙江省,哈尔滨市,0.48
2023-12-30,北方森林动物园,黑龙江省,哈尔滨市,0.43
2023-12-30,萧红故居,黑龙江省,哈尔滨市,0.26
2023-12-30,香炉山国家森林公园,黑龙江省,哈尔滨市,0.2
2023-12-31,斯大林公园,黑龙江省,哈尔滨市,11.82
2023-12-31,圣索菲亚教堂,黑龙江省,哈尔滨市,8.29
2023-12-31,哈尔滨市人民防洪胜利纪念塔,黑龙江省,哈尔滨市,6.33
2023-12-31,中华巴洛克,黑龙江省,哈尔滨市,5.82
2023-12-31,儿童公园,黑龙江省,哈尔滨市,1.73
2023-12-31,金龙山国际旅游度假区,黑龙江省,哈尔滨市,1.67
2023-12-31,哈尔滨极地馆,黑龙江省,哈尔滨市,1.59
2023-12-31,东北虎林园,黑龙江省,哈尔滨市,1.46
2023-12-31,侵华日军第七三一部队遗址,黑龙江省,哈尔滨市,1.21
2023-12-31,哈尔滨伏尔加庄园,黑龙江省,哈尔滨市,0.99
2023-12-31,二龙山风景区,黑龙江省,哈尔滨市,0.87
2023-12-31,群力丁香公园,黑龙江省,哈尔滨市,0.86
2023-12-31,龙塔,黑龙江省,哈尔滨市,0.79
2023-12-31,哈尔滨文化公园,黑龙江省,哈尔滨市,0.71
2023-12-31,波塞冬旅游度假区,黑龙江省,哈尔滨市,0.54
2023-12-31,黑龙江省博物馆,黑龙江省,哈尔滨市,0.54
2023-12-31,古梨园,黑龙江省,哈尔滨市,0.54
2023-12-31,北方森林动物园,黑龙江省,哈尔滨市,0.35
2023-12-31,萧红故居,黑龙江省,哈尔滨市,0.27
2023-12-31,香炉山国家森林公园,黑龙江省,哈尔滨市,0.12
2024-1-1,斯大林公园,黑龙江省,哈尔滨市,10.12
2024-1-1,圣索菲亚教堂,黑龙江省,哈尔滨市,6.49
2024-1-1,哈尔滨市人民防洪胜利纪念塔,黑龙江省,哈尔滨市,5.83
2024-1-1,中华巴洛克,黑龙江省,哈尔滨市,4.98
2024-1-1,儿童公园,黑龙江省,哈尔滨市,1.73
2024-1-1,金龙山国际旅游度假区,黑龙江省,哈尔滨市,1.62
2024-1-1,东北虎林园,黑龙江省,哈尔滨市,1.11
2024-1-1,哈尔滨极地馆,黑龙江省,哈尔滨市,1.1
2024-1-1,侵华日军第七三一部队遗址,黑龙江省,哈尔滨市,0.93
2024-1-1,二龙山风景区,黑龙江省,哈尔滨市,0.83
2024-1-1,哈尔滨伏尔加庄园,黑龙江省,哈尔滨市,0.76
2024-1-1,群力丁香公园,黑龙江省,哈尔滨市,0.71
2024-1-1,哈尔滨文化公园,黑龙江省,哈尔滨市,0.65
2024-1-1,龙塔,黑龙江省,哈尔滨市,0.6
2024-1-1,古梨园,黑龙江省,哈尔滨市,0.56
2024-1-1,波塞冬旅游度假区,黑龙江省,哈尔滨市,0.43
2024-1-1,黑龙江省博物馆,黑龙江省,哈尔滨市,0.42
2024-1-1,北方森林动物园,黑龙江省,哈尔滨市,0.29
2024-1-1,萧红故居,黑龙江省,哈尔滨市,0.26
2024-1-1,香炉山国家森林公园,黑龙江省,哈尔滨市,0.02
2024-1-2,斯大林公园,黑龙江省,哈尔滨市,5.46
2024-1-2,圣索菲亚教堂,黑龙江省,哈尔滨市,4.79
2024-1-2,中华巴洛克,黑龙江省,哈尔滨市,4.27
2024-1-2,哈尔滨市人民防洪胜利纪念塔,黑龙江省,哈尔滨市,2.73
2024-1-2,儿童公园,黑龙江省,哈尔滨市,1.77
2024-1-2,金龙山国际旅游度假区,黑龙江省,哈尔滨市,1.5
2024-1-2,侵华日军第七三一部队遗址,黑龙江省,哈尔滨市,0.9
2024-1-2,东北虎林园,黑龙江省,哈尔滨市,0.89
2024-1-2,龙塔,黑龙江省,哈尔滨市,0.86
2024-1-2,二龙山风景区,黑龙江省,哈尔滨市,0.76
2024-1-2,哈尔滨极地馆,黑龙江省,哈尔滨市,0.69
2024-1-2,群力丁香公园,黑龙江省,哈尔滨市,0.69
2024-1-2,哈尔滨文化公园,黑龙江省,哈尔滨市,0.58
2024-1-2,哈尔滨伏尔加庄园,黑龙江省,哈尔滨市,0.56
2024-1-2,古梨园,黑龙江省,哈尔滨市,0.55
2024-1-2,黑龙江省博物馆,黑龙江省,哈尔滨市,0.42
2024-1-2,波塞冬旅游度假区,黑龙江省,哈尔滨市,0.4
2024-1-2,北方森林动物园,黑龙江省,哈尔滨市,0.29
2024-1-2,萧红故居,黑龙江省,哈尔滨市,0.24
2024-1-2,香炉山国家森林公园,黑龙江省,哈尔滨市,0.03
2024-1-3,斯大林公园,黑龙江省,哈尔滨市,7.22
2024-1-3,圣索菲亚教堂,黑龙江省,哈尔滨市,5.87
2024-1-3,中华巴洛克,黑龙江省,哈尔滨市,4.95
2024-1-3,哈尔滨市人民防洪胜利纪念塔,黑龙江省,哈尔滨市,3.81
2024-1-3,儿童公园,黑龙江省,哈尔滨市,2.02
2024-1-3,金龙山国际旅游度假区,黑龙江省,哈尔滨市,1.59
2024-1-3,龙塔,黑龙江省,哈尔滨市,1
2024-1-3,东北虎林园,黑龙江省,哈尔滨市,0.98
2024-1-3,侵华日军第七三一部队遗址,黑龙江省,哈尔滨市,0.98
2024-1-3,哈尔滨极地馆,黑龙江省,哈尔滨市,0.85
2024-1-3,群力丁香公园,黑龙江省,哈尔滨市,0.84
2024-1-3,二龙山风景区,黑龙江省,哈尔滨市,0.82
2024-1-3,哈尔滨文化公园,黑龙江省,哈尔滨市,0.67
2024-1-3,古梨园,黑龙江省,哈尔滨市,0.61
2024-1-3,哈尔滨伏尔加庄园,黑龙江省,哈尔滨市,0.61
2024-1-3,黑龙江省博物馆,黑龙江省,哈尔滨市,0.47
2024-1-3,波塞冬旅游度假区,黑龙江省,哈尔滨市,0.47
2024-1-3,北方森林动物园,黑龙江省,哈尔滨市,0.33
2024-1-3,萧红故居,黑龙江省,哈尔滨市,0.27
2024-1-3,香炉山国家森林公园,黑龙江省,哈尔滨市,0.02
2024-1-4,斯大林公园,黑龙江省,哈尔滨市,7.58
2024-1-4,圣索菲亚教堂,黑龙江省,哈尔滨市,5.78
2024-1-4,中华巴洛克,黑龙江省,哈尔滨市,4.49
2024-1-4,哈尔滨市人民防洪胜利纪念塔,黑龙江省,哈尔滨市,4.11
2024-1-4,儿童公园,黑龙江省,哈尔滨市,1.78
2024-1-4,金龙山国际旅游度假区,黑龙江省,哈尔滨市,1.52
2024-1-4,东北虎林园,黑龙江省,哈尔滨市,0.95
2024-1-4,龙塔,黑龙江省,哈尔滨市,0.88
2024-1-4,侵华日军第七三一部队遗址,黑龙江省,哈尔滨市,0.88
2024-1-4,二龙山风景区,黑龙江省,哈尔滨市,0.83
2024-1-4,哈尔滨极地馆,黑龙江省,哈尔滨市,0.81
2024-1-4,群力丁香公园,黑龙江省,哈尔滨市,0.77
2024-1-4,哈尔滨文化公园,黑龙江省,哈尔滨市,0.62
2024-1-4,古梨园,黑龙江省,哈尔滨市,0.57
2024-1-4,哈尔滨伏尔加庄园,黑龙江省,哈尔滨市,0.57
2024-1-4,黑龙江省博物馆,黑龙江省,哈尔滨市,0.48
2024-1-4,波塞冬旅游度假区,黑龙江省,哈尔滨市,0.42
2024-1-4,北方森林动物园,黑龙江省,哈尔滨市,0.3
2024-1-4,萧红故居,黑龙江省,哈尔滨市,0.24
2024-1-4,香炉山国家森林公园,黑龙江省,哈尔滨市,0.03
2024-1-5,斯大林公园,黑龙江省,哈尔滨市,7.43
2024-1-5,圣索菲亚教堂,黑龙江省,哈尔滨市,6.33
2024-1-5,中华巴洛克,黑龙江省,哈尔滨市,4.63
2024-1-5,哈尔滨市人民防洪胜利纪念塔,黑龙江省,哈尔滨市,4.04
2024-1-5,儿童公园,黑龙江省,哈尔滨市,1.75
2024-1-5,金龙山国际旅游度假区,黑龙江省,哈尔滨市,1.56
2024-1-5,东北虎林园,黑龙江省,哈尔滨市,1.08
2024-1-5,侵华日军第七三一部队遗址,黑龙江省,哈尔滨市,1
2024-1-5,龙塔,黑龙江省,哈尔滨市,0.92
2024-1-5,哈尔滨极地馆,黑龙江省,哈尔滨市,0.91
2024-1-5,哈尔滨伏尔加庄园,黑龙江省,哈尔滨市,0.81
2024-1-5,群力丁香公园,黑龙江省,哈尔滨市,0.78
2024-1-5,二龙山风景区,黑龙江省,哈尔滨市,0.78
2024-1-5,哈尔滨文化公园,黑龙江省,哈尔滨市,0.6
2024-1-5,波塞冬旅游度假区,黑龙江省,哈尔滨市,0.58
2024-1-5,古梨园,黑龙江省,哈尔滨市,0.54
2024-1-5,黑龙江省博物馆,黑龙江省,哈尔滨市,0.46
2024-1-5,北方森林动物园,黑龙江省,哈尔滨市,0.35
2024-1-5,萧红故居,黑龙江省,哈尔滨市,0.25
2024-1-5,香炉山国家森林公园,黑龙江省,哈尔滨市,0.03
2024-1-6,斯大林公园,黑龙江省,哈尔滨市,8.02
2024-1-6,圣索菲亚教堂,黑龙江省,哈尔滨市,7.3
2024-1-6,中华巴洛克,黑龙江省,哈尔滨市,5.43
2024-1-6,哈尔滨市人民防洪胜利纪念塔,黑龙江省,哈尔滨市,4.23
2024-1-6,儿童公园,黑龙江省,哈尔滨市,1.75
2024-1-6,金龙山国际旅游度假区,黑龙江省,哈尔滨市,1.63
2024-1-6,东北虎林园,黑龙江省,哈尔滨市,1.35
2024-1-6,哈尔滨极地馆,黑龙江省,哈尔滨市,1.26
2024-1-6,侵华日军第七三一部队遗址,黑龙江省,哈尔滨市,1.24
2024-1-6,龙塔,黑龙江省,哈尔滨市,1.02
2024-1-6,哈尔滨伏尔加庄园,黑龙江省,哈尔滨市,0.85
2024-1-6,群力丁香公园,黑龙江省,哈尔滨市,0.76
2024-1-6,二龙山风景区,黑龙江省,哈尔滨市,0.67
2024-1-6,哈尔滨文化公园,黑龙江省,哈尔滨市,0.65
2024-1-6,古梨园,黑龙江省,哈尔滨市,0.55
2024-1-6,黑龙江省博物馆,黑龙江省,哈尔滨市,0.49
2024-1-6,波塞冬旅游度假区,黑龙江省,哈尔滨市,0.44
2024-1-6,北方森林动物园,黑龙江省,哈尔滨市,0.34
2024-1-6,萧红故居,黑龙江省,哈尔滨市,0.26
2024-1-6,香炉山国家森林公园,黑龙江省,哈尔滨市,0.05
2024-1-7,斯大林公园,黑龙江省,哈尔滨市,7.15
2024-1-7,圣索菲亚教堂,黑龙江省,哈尔滨市,6.57
2024-1-7,中华巴洛克,黑龙江省,哈尔滨市,5.26
2024-1-7,哈尔滨市人民防洪胜利纪念塔,黑龙江省,哈尔滨市,3.95
2024-1-7,金龙山国际旅游度假区,黑龙江省,哈尔滨市,1.7
2024-1-7,儿童公园,黑龙江省,哈尔滨市,1.68
2024-1-7,侵华日军第七三一部队遗址,黑龙江省,哈尔滨市,1.43
2024-1-7,东北虎林园,黑龙江省,哈尔滨市,1.33
2024-1-7,哈尔滨极地馆,黑龙江省,哈尔滨市,1.02
2024-1-7,哈尔滨伏尔加庄园,黑龙江省,哈尔滨市,0.92
2024-1-7,龙塔,黑龙江省,哈尔滨市,0.86
2024-1-7,群力丁香公园,黑龙江省,哈尔滨市,0.72
2024-1-7,二龙山风景区,黑龙江省,哈尔滨市,0.68
2024-1-7,哈尔滨文化公园,黑龙江省,哈尔滨市,0.62
2024-1-7,古梨园,黑龙江省,哈尔滨市,0.53
2024-1-7,黑龙江省博物馆,黑龙江省,哈尔滨市,0.51
2024-1-7,波塞冬旅游度假区,黑龙江省,哈尔滨市,0.46
2024-1-7,北方森林动物园,黑龙江省,哈尔滨市,0.33
2024-1-7,萧红故居,黑龙江省,哈尔滨市,0.26
2024-1-7,香炉山国家森林公园,黑龙江省,哈尔滨市,0.04
2024-1-8,斯大林公园,黑龙江省,哈尔滨市,6.36
2024-1-8,圣索菲亚教堂,黑龙江省,哈尔滨市,6.22
2024-1-8,中华巴洛克,黑龙江省,哈尔滨市,4.51
2024-1-8,哈尔滨市人民防洪胜利纪念塔,黑龙江省,哈尔滨市,3.48
2024-1-8,儿童公园,黑龙江省,哈尔滨市,1.73
2024-1-8,金龙山国际旅游度假区,黑龙江省,哈尔滨市,1.62
2024-1-8,东北虎林园,黑龙江省,哈尔滨市,1.18
2024-1-8,侵华日军第七三一部队遗址,黑龙江省,哈尔滨市,0.98
2024-1-8,龙塔,黑龙江省,哈尔滨市,0.88
2024-1-8,哈尔滨极地馆,黑龙江省,哈尔滨市,0.86
2024-1-8,哈尔滨伏尔加庄园,黑龙江省,哈尔滨市,0.76
2024-1-8,群力丁香公园,黑龙江省,哈尔滨市,0.72
2024-1-8,二龙山风景区,黑龙江省,哈尔滨市,0.66
2024-1-8,哈尔滨文化公园,黑龙江省,哈尔滨市,0.63
2024-1-8,古梨园,黑龙江省,哈尔滨市,0.54
2024-1-8,波塞冬旅游度假区,黑龙江省,哈尔滨市,0.42
2024-1-8,北方森林动物园,黑龙江省,哈尔滨市,0.34
2024-1-8,黑龙江省博物馆,黑龙江省,哈尔滨市,0.27
2024-1-8,萧红故居,黑龙江省,哈尔滨市,0.23
2024-1-8,香炉山国家森林公园,黑龙江省,哈尔滨市,0.03
2024-1-9,圣索菲亚教堂,黑龙江省,哈尔滨市,6.03
2024-1-9,斯大林公园,黑龙江省,哈尔滨市,6.01
2024-1-9,中华巴洛克,黑龙江省,哈尔滨市,4.65
2024-1-9,哈尔滨市人民防洪胜利纪念塔,黑龙江省,哈尔滨市,3.34
2024-1-9,儿童公园,黑龙江省,哈尔滨市,1.71
2024-1-9,金龙山国际旅游度假区,黑龙江省,哈尔滨市,1.6
2024-1-9,侵华日军第七三一部队遗址,黑龙江省,哈尔滨市,1.59
2024-1-9,东北虎林园,黑龙江省,哈尔滨市,1.16
2024-1-9,龙塔,黑龙江省,哈尔滨市,0.91
2024-1-9,哈尔滨伏尔加庄园,黑龙江省,哈尔滨市,0.86
2024-1-9,哈尔滨极地馆,黑龙江省,哈尔滨市,0.84
2024-1-9,群力丁香公园,黑龙江省,哈尔滨市,0.77
2024-1-9,二龙山风景区,黑龙江省,哈尔滨市,0.7
2024-1-9,哈尔滨文化公园,黑龙江省,哈尔滨市,0.62
2024-1-9,古梨园,黑龙江省,哈尔滨市,0.56
2024-1-9,黑龙江省博物馆,黑龙江省,哈尔滨市,0.55
2024-1-9,波塞冬旅游度假区,黑龙江省,哈尔滨市,0.41
2024-1-9,北方森林动物园,黑龙江省,哈尔滨市,0.33
2024-1-9,萧红故居,黑龙江省,哈尔滨市,0.25
2024-1-9,香炉山国家森林公园,黑龙江省,哈尔滨市,0.02
2024-1-10,斯大林公园,黑龙江省,哈尔滨市,6.83
2024-1-10,圣索菲亚教堂,黑龙江省,哈尔滨市,6.33
2024-1-10,中华巴洛克,黑龙江省,哈尔滨市,4.81
2024-1-10,哈尔滨市人民防洪胜利纪念塔,黑龙江省,哈尔滨市,3.89
2024-1-10,儿童公园,黑龙江省,哈尔滨市,1.79
2024-1-10,金龙山国际旅游度假区,黑龙江省,哈尔滨市,1.62
2024-1-10,侵华日军第七三一部队遗址,黑龙江省,哈尔滨市,1.51
2024-1-10,东北虎林园,黑龙江省,哈尔滨市,1.16
2024-1-10,龙塔,黑龙江省,哈尔滨市,1.12
2024-1-10,哈尔滨极地馆,黑龙江省,哈尔滨市,0.88
2024-1-10,哈尔滨伏尔加庄园,黑龙江省,哈尔滨市,0.87
2024-1-10,群力丁香公园,黑龙江省,哈尔滨市,0.77
2024-1-10,二龙山风景区,黑龙江省,哈尔滨市,0.67
2024-1-10,哈尔滨文化公园,黑龙江省,哈尔滨市,0.63
2024-1-10,古梨园,黑龙江省,哈尔滨市,0.56
2024-1-10,黑龙江省博物馆,黑龙江省,哈尔滨市,0.53
2024-1-10,波塞冬旅游度假区,黑龙江省,哈尔滨市,0.42
2024-1-10,北方森林动物园,黑龙江省,哈尔滨市,0.33
2024-1-10,萧红故居,黑龙江省,哈尔滨市,0.24
2024-1-10,香炉山国家森林公园,黑龙江省,哈尔滨市,0.02
2024-1-11,圣索菲亚教堂,黑龙江省,哈尔滨市,6.29
2024-1-11,斯大林公园,黑龙江省,哈尔滨市,5.84
2024-1-11,中华巴洛克,黑龙江省,哈尔滨市,4.59
2024-1-11,哈尔滨市人民防洪胜利纪念塔,黑龙江省,哈尔滨市,3.14
2024-1-11,儿童公园,黑龙江省,哈尔滨市,1.72
2024-1-11,侵华日军第七三一部队遗址,黑龙江省,哈尔滨市,1.65
2024-1-11,金龙山国际旅游度假区,黑龙江省,哈尔滨市,1.63
2024-1-11,东北虎林园,黑龙江省,哈尔滨市,1.29
2024-1-11,哈尔滨伏尔加庄园,黑龙江省,哈尔滨市,0.92
2024-1-11,哈尔滨极地馆,黑龙江省,哈尔滨市,0.91
2024-1-11,龙塔,黑龙江省,哈尔滨市,0.91
2024-1-11,群力丁香公园,黑龙江省,哈尔滨市,0.72
2024-1-11,二龙山风景区,黑龙江省,哈尔滨市,0.63
2024-1-11,哈尔滨文化公园,黑龙江省,哈尔滨市,0.61
2024-1-11,古梨园,黑龙江省,哈尔滨市,0.56
2024-1-11,黑龙江省博物馆,黑龙江省,哈尔滨市,0.51
2024-1-11,波塞冬旅游度假区,黑龙江省,哈尔滨市,0.42
2024-1-11,北方森林动物园,黑龙江省,哈尔滨市,0.33
2024-1-11,萧红故居,黑龙江省,哈尔滨市,0.25
2024-1-11,香炉山国家森林公园,黑龙江省,哈尔滨市,0.02
2024-1-12,圣索菲亚教堂,黑龙江省,哈尔滨市,6.46
2024-1-12,斯大林公园,黑龙江省,哈尔滨市,6.15
2024-1-12,中华巴洛克,黑龙江省,哈尔滨市,4.65
2024-1-12,哈尔滨市人民防洪胜利纪念塔,黑龙江省,哈尔滨市,3.17
2024-1-12,侵华日军第七三一部队遗址,黑龙江省,哈尔滨市,1.86
2024-1-12,儿童公园,黑龙江省,哈尔滨市,1.74
2024-1-12,金龙山国际旅游度假区,黑龙江省,哈尔滨市,1.67
2024-1-12,东北虎林园,黑龙江省,哈尔滨市,1.38
2024-1-12,哈尔滨极地馆,黑龙江省,哈尔滨市,1
2024-1-12,龙塔,黑龙江省,哈尔滨市,0.98
2024-1-12,哈尔滨伏尔加庄园,黑龙江省,哈尔滨市,0.87
2024-1-12,群力丁香公园,黑龙江省,哈尔滨市,0.75
2024-1-12,二龙山风景区,黑龙江省,哈尔滨市,0.71
2024-1-12,哈尔滨文化公园,黑龙江省,哈尔滨市,0.68
2024-1-12,黑龙江省博物馆,黑龙江省,哈尔滨市,0.58
2024-1-12,古梨园,黑龙江省,哈尔滨市,0.53
2024-1-12,波塞冬旅游度假区,黑龙江省,哈尔滨市,0.46
2024-1-12,北方森林动物园,黑龙江省,哈尔滨市,0.39
2024-1-12,萧红故居,黑龙江省,哈尔滨市,0.25
2024-1-12,香炉山国家森林公园,黑龙江省,哈尔滨市,0.02
2024-1-13,斯大林公园,黑龙江省,哈尔滨市,7.9
2024-1-13,圣索菲亚教堂,黑龙江省,哈尔滨市,7.8
2024-1-13,中华巴洛克,黑龙江省,哈尔滨市,5.41
2024-1-13,哈尔滨市人民防洪胜利纪念塔,黑龙江省,哈尔滨市,4.12
2024-1-13,侵华日军第七三一部队遗址,黑龙江省,哈尔滨市,2.32
2024-1-13,东北虎林园,黑龙江省,哈尔滨市,1.74
2024-1-13,儿童公园,黑龙江省,哈尔滨市,1.7
2024-1-13,金龙山国际旅游度假区,黑龙江省,哈尔滨市,1.7
2024-1-13,哈尔滨极地馆,黑龙江省,哈尔滨市,1.21
2024-1-13,哈尔滨伏尔加庄园,黑龙江省,哈尔滨市,1.17
2024-1-13,龙塔,黑龙江省,哈尔滨市,0.92
2024-1-13,二龙山风景区,黑龙江省,哈尔滨市,0.71
2024-1-13,群力丁香公园,黑龙江省,哈尔滨市,0.7
2024-1-13,哈尔滨文化公园,黑龙江省,哈尔滨市,0.62
2024-1-13,黑龙江省博物馆,黑龙江省,哈尔滨市,0.57
2024-1-13,古梨园,黑龙江省,哈尔滨市,0.53
2024-1-13,波塞冬旅游度假区,黑龙江省,哈尔滨市,0.44
2024-1-13,北方森林动物园,黑龙江省,哈尔滨市,0.4
2024-1-13,萧红故居,黑龙江省,哈尔滨市,0.27
2024-1-13,香炉山国家森林公园,黑龙江省,哈尔滨市,0.02
2024-1-14,斯大林公园,黑龙江省,哈尔滨市,7.68
2024-1-14,圣索菲亚教堂,黑龙江省,哈尔滨市,7.43
2024-1-14,中华巴洛克,黑龙江省,哈尔滨市,5.31
2024-1-14,哈尔滨市人民防洪胜利纪念塔,黑龙江省,哈尔滨市,3.91
2024-1-14,侵华日军第七三一部队遗址,黑龙江省,哈尔滨市,2.34
2024-1-14,金龙山国际旅游度假区,黑龙江省,哈尔滨市,1.76
2024-1-14,东北虎林园,黑龙江省,哈尔滨市,1.71
2024-1-14,儿童公园,黑龙江省,哈尔滨市,1.67
2024-1-14,哈尔滨极地馆,黑龙江省,哈尔滨市,1.31
2024-1-14,哈尔滨伏尔加庄园,黑龙江省,哈尔滨市,1.16
2024-1-14,龙塔,黑龙江省,哈尔滨市,0.99
2024-1-14,群力丁香公园,黑龙江省,哈尔滨市,0.69
2024-1-14,二龙山风景区,黑龙江省,哈尔滨市,0.68
2024-1-14,黑龙江省博物馆,黑龙江省,哈尔滨市,0.62
